SPEAKER_01	???
MSG_KON_CTY_22	Что это у вас, крысиный хвост? Ну... это лучше, чем ничего.<P>\nБыть может, вам пора навестить драконьего короля.
MSG_KON_CTY_23	К слову, я тут подумал, что «полумесяц» может относиться вовсе не к луне.<P>\nЕсть у меня подозрение, что речь идет об озере в форме полумесяца, на котором стоит один городок... Но это всего лишь догадка.
MSG_KON_CTY_24	Боюсь, сейчас мне больше нечего вам сказать.<P>\nВозможно, если вернуть свет в один из кристаллов, что-нибудь да изменится... Как знать, как знать.
MSG_KON_CTY_25	Король верит в пророчество Лукана...<P>\n...что Воины Света придут и спасут принцессу.
MSG_KON_CTY_27	Прошу, спасите леди Сару!
MSG_KON_CTY_28	Говорят, Матойя плохо видит. Без своего хрустального ока она совсем слепая.
MSG_KON_CTY_29	Раньше я жил далеко на востоке, в портовом городе Правока.<P>\nЯ слышал, что теперь там обосновались пираты.
MSG_KON_CTY_30	Перед вами колодец. На первый взгляд, в него можно спуститься, но нет. Не выйдет.
MSG_KON_CTY_31	Взгляни-ка на свое отражение в воде...<P>\nФу! Ну и грязное у тебя лицо! Умойся скорее!
MSG_MAP0A01_10	Король ищет Воинов Света из пророчества.<P>\nЧто... Эти кристаллы! Вам срочно нужно к королю!
MSG_KON_INN_01	Я с радостью расскажу вам о снаряжении. Хотите послушать?
MSG_KON_INN_02	Снаряжение можно разделить на две категории: оружие и доспехи.<P>\nОружие в руках повышает показатель атаки.<P>\nДоспехи бывают четырех типов: щиты, шлемы, перчатки и нательная броня.<P>\nЛюбые доспехи, которые вы носите на теле, в том числе браслеты, считаются нательными.<P>\nЩит держат в одной руке, а шлем носят на голове.<P>\nПомните, что оружие и доспехи бесполезны, пока вы не наденете их в главном меню.<P>\nВыберите «Лучшее», чтобы автоматически использовать самое мощное оружие и доспехи из имеющихся.
MSG_KON_INN_03	О магии я могу говорить часами. Хотите послушать?
MSG_KON_INN_04	Существует две школы магии: черная и белая.<P>\nБелая магия состоит из целительных и защитных заклинаний, а черная пригодится в наступлении.<P>\nКаждый уровень черной и белой магии включает четыре заклинания.<P>\nОднако один персонаж может изучить на одном уровне магии только три из четырех заклинаний.<P>\nИспользуйте команду «Забыть», чтобы удалить выученное заклинание.<P>\nПри желании забытое заклинание можно выучить заново.<P>\nПоэкспериментируйте с заклинаниями и найдите те, которые подходят вашему стилю боя.
MSG_KON_INN_05	Если вам интересно узнать больше про предметы, вы по адресу! Почему бы не послушать, раз уж вы здесь?
MSG_KON_INN_06	Зелья и противоядия никогда не будут лишними.<P>\nЗапасайте предметы заранее, чтобы приберечь магию для действительно сложной ситуации.<P>\nЧто дальше? Спальные мешки, палатки и дома.<P>\nЭто прекрасные изобретения, которые позволяют восстановить здоровье и ману. Но использовать их можно только в пути.<P>\nТакже можно использовать как предметы некоторые элементы снаряжения.<P>\nЕдинственный способ понять, имеет ли тот или иной предмет практическое применение, — это попробовать, так что экспериментируйте.<P>\nВ пути вам встретятся уникальные, или «важные» предметы.<P>\nНекоторые важные предметы можно использовать только в конкретном месте.
MSG_KON_INN_07	Не хотите ли передохнуть и послушать про чудовищ?
MSG_KON_INN_08	Чудовища бывают разные, и у каждого вида есть свои уязвимости.<P>\nНащупайте слабое место чудовища и получите преимущество в бою.<P>\nНапример, водные чудовища уязвимы к молниям.<P>\nПоэтому заклинание Вспышка нанесет им внушительный урон.<P>\nКроме того, есть оружие, эффективное против определенных видов чудовищ.
MSG_KON_CAS_01	Я Джейн, королева Корнелии. Прошу вас, спасите мою дочь... мою Сару...
MSG_KON_CAS_02	Не знаю, как мне вас благодарить за спасение Сары.
MSG_KON_CAS_03	Сестри-и-ичка... Хочу к сестричке!
MSG_KON_CAS_04	Сестричка вернулась! Спасибо вам всем! Я вас всех расцелую!<P>\nЧмок!
MSG_KON_CAS_05	Король ищет Воинов Света из пророчества.<P>\nЧто... Эти кристаллы! Неужели...
MSG_KON_CAS_06	Мне поручено важное задание: защищать замок Корнелия!<P>\nЕсли честно, я немного нервничаю.
MSG_KON_CAS_07	Ее Величество сама не своя от горя, она не покидает своих личных покоев. Вы уж ее не огорчайте.
MSG_KON_CAS_08	В-воины Света! Миллион благодарностей за то, что спасли леди Сару!
MSG_KON_CAS_09	Пожалуйста, спасите леди Сару!
MSG_KON_CAS_10	Вы что... Воины Света? Из пророчества Лукана?
MSG_KON_CAS_11	Гарланд был величайшим рыцарем королевства.<P>\nНо могущество поработило его, и он забыл о том, кто он на самом деле.
MSG_KON_CAS_12	Прекрасная лютня, что передается в Корнелии от принцессы к принцессе, обладает волшебной силой. Говорят, она способна сокрушить врата зла.
MSG_KON_CAS_13	Четыре сотни лет назад наши предки спрятали в этой сокровищнице оружие...<P>\nА ключ они отдали королю эльфов, чтобы тот хранил его до прихода Воинов Света.
MSG_KON_CAS_14	Дверь в сокровищницу заперта ключом тайн.
MSG_KON_CAS_16	Пришло время использовать ключ!<P>\nСнаряжение, которое хранится в сокровищнице, вам пригодится!
MSG_KON_CAS_17	Наконец-то! Воины Света! Как же долго мы ждали этого дня!<P>\nГарланд уже не тот человек, которого я знал...<P>\nУмоляю, верните мне дочь! И поспешите!
MSG_KON_CAS_18	Сара только о вас и думает.
MSG_KON_CAS_20	Если хотите, вы можете... ну, здесь, в Корнелии...<P>\nН-нет. Ничего.<P>\nВам нужно готовиться к путешествию. Верните свет в кристаллы!
MSG_KON_CAS_23	Разведчики сообщили, что Гарланд бежал с принцессой на север! В Святилище Хаоса!
MSG_KON_CAS_25	Городская танцовщица знает много интересного.<P>\nЕсли вы сбились с пути, поговорите с ней. Возможно, она расскажет вам что-нибудь полезное.
MSG_KON_CAS_26	Вы получили нитропорох.
MSG_EKKEN_01	Король ищет Воинов Света из пророчества.<P>\nЧто... Эти кристаллы! Вам срочно нужно к королю!
MSG_EKKEN_02	Добро пожаловать, путники. Мне сказали, что у вас есть кристаллы. Это правда?
MSG_EKKEN_03	Все как в пророчестве Лукана: «Когда тьма окутает мир, придут четыре Воина Света».
MSG_EKKEN_04	Ваше Величество, откуда нам знать, что это те самые воины из пророчества?
MSG_EKKEN_05	Но они стоят перед нами с кристаллами в руках. Это не простое совпадение.<P>\nХранители кристаллов! У меня есть к вам просьба.<P>\nПрошу вас, спасите мою дочь Сару.
MSG_EKKEN_06	Гарланд, рыцарь, некогда служивший Его Величеству, похитил принцессу Сару.<P>\nЯ прошу вашей помощи от имени Его Величества короля Корнелии.<P>\nГарланд укрылся в Святилище Хаоса, что к северу отсюда.<P>\nРазумеется, мы уже пытались вызволить принцессу...<P>\nНо Гарланд — первый мечник в королевстве. Равных ему у нас нет.
MSG_EKKEN_07	Я слышал, что вы хотите отправиться дальше на север.<P>\nМост, ведущий на север, давно разрушен, и пройти по нему невозможно.<P>\nЕсли вы спасете Сару, в знак благодарности я велю его восстановить.<P>Ступайте же, Воины Света, и не подведите меня!
MSG_HELPSERA_04	Спасибо, что вернули мне дочь.<P>\nСомнений нет, вы те самые Воины Света из пророчества Лукана!<P>\nВы должны услышать его целиком. Кхе-кхе. Итак...<P>\n«Когда тьма окутает мир, придут четыре Воина Света.<P>\nЕсли они не сумеют собрать осколки света, тьма поглотит все на своем пути.<P>\nЧетыре кристалла погаснут навсегда...»<P>\nЯ слышал, что на континенте к северу отсюда есть кристалл.<P>\nВы должны вернуть свет в кристаллы — это наша единственная надежда избавить мир от чудовищ!
MSG_HELPSERA_05	Я отдам приказ восстановить мост на север, как и обещал.<P>\nЯ молюсь о том, чтобы вам удалось вернуть свет в четыре кристалла — и в наш мир.
MSG_LUTE_01	Подождите!
MSG_LUTE_02	Эта лютня веками передавалась в Корнелии от принцессы к принцессе.<P>\nКогда Гарланд меня похитил, он забрал и лютню.<P>\nВозьмите ее. Она поможет вам в пути.
MSG_LUTE_03	Вы получили лютню.
MSG_CHS_01	Пи-и-и-и! Пи-и-и-и!
MSG_CHS_02	Сила, которую четыре Исчадия извлекли из кристаллов, была отправлена в прошлое через Черный кристалл.<P>\nТо, что искажает прекрасный свет кристаллов, и есть наша цель.<P>\nКорень зла лежит там, впереди...
MSG_CHS_03	Черный кристалл зловеще мерцает. Воздух в зале будто бы слегка... искажается.
MSG_CHS_04	Дверь заперта.
MSG_CHS_06	Свет... свет четырех, что мы искали все это время!<P>\nЭтот свет откроет временной портал!<P>\nПортал перенесет вас на две тысячи лет в прошлое, к началу временной петли.
MSG_CHS_08	Осветите Черный кристалл в центре зала светом четырех кристаллов!<P>\nТак вы откроете временной портал и увидите это святилище таким, каким оно было две тысячи лет назад.
MSG_CHS_10	Мы — небесный народ.<P>\nМы пришли в это святилище в поисках того, что губит наш мир.<P>\nЭто было четыреста лет назад...
MSG_CHS_12	Проклятие Исчадий изменило нас, лишило дара речи.<P>\nБлагодаря свету кристаллов мы вновь обрели речь!
MSG_CHS_14	Эта дверь заперта ключом тайн.
MSG_FUSION_01	Вы направили свет четырех сияющих кристаллов огня, земли, воды и ветра на Черный кристалл.<P>\nВременной поток всколыхнулся, и пространство начало искажаться!<P>\nОдин шаг, и вы перенесетесь в прошлое, на две тысячи лет назад!
MSG_HELPSERA_01	У короля нет выбора. Он отдаст королевство в обмен на жизнь дочери. Корнелия будет моей!
MSG_HELPSERA_02	Кто здесь?!<P>\nА, лакеи короля. Вы хоть представляете, с кем имеете дело?<P>\nВы правда думаете, что можете скрестить мечи со МНОЙ? Что ж, так и быть. Я, Гарланд, сокрушу вас!!!
MSG_HELPSERA_03	Вы... вы пришли меня спасти?<P>\nЯ Сара, принцесса Корнелии. Словами не выразить, как я вам признательна...<P>\nВпервые за все время кто-то победил Гарланда.<P>Позвольте мне вас отблагодарить. Прошу, пойдемте со мной в замок Корнелия.
MSG_LAST_01	Вы меня помните? Когда-то я был первым рыцарем Корнелии.
MSG_LAST_02	Через две тысячи лет... вы убьете меня. Я Гарланд.
MSG_LAST_03	Тогда вы действительно меня победили.<P>\nНо четыре великих силы спасли меня, отправив назад в прошлое!
MSG_LAST_04	Оказавшись здесь, я отправил четырех Исчадий в будущее...
MSG_LAST_05	...где они вновь воспользуются четырьмя великими силами, чтобы отправить меня в прошлое!
MSG_LAST_06	Через две тысячи лет я не буду об этом помнить.
MSG_LAST_07	Но я вернусь к жизни снова.<P>\nИ пока вы будете умирать снова и снова, я буду возвращаться!<P>\nБуду рождаться вновь и вновь благодаря петле времени, которую я создал!
MSG_BRIDGE_01	Приказ Его Величества. Мы должны выполнить свой долг и помочь пророчеству Лукана осуществиться!
MSG_BRIDGE_02	Как этот мост связан с пророчеством?
MSG_BRIDGE_03	Четыре Воина Света уже здесь... Здесь, в Корнелии!
MSG_PRL_01	И так началось их приключение.\n\nВеликая миссия, возложенная на них судьбой, тяготила четырех Воинов Света.\n\nОни не понимали даже истинного назначения кристаллов, которые держали в руках...\n\nКристаллов, излучавших когда-то ослепительное сияние.\n\nНастало время отправиться в путь.\n\nНастало время развеять тьму и вернуть в мир свет...
MSG_SHIP_01	А кишка у вас не тонка бросать вызов великому пирату Бикке? Под киль их, ребята!
MSG_SHIP_02	Так точно, кэп! Протащим так, что кости будут трещать!
MSG_SHIP_03	Очень извиняюсь, господа. Больше слова поперек не скажу, клянусь.<P>\nВозьмите мой корабль! За беспокойство. Вы ж простите старого пирата, а?
MSG_SHIP_04	Вы получили корабль.
MSG_PBK_01	Пожалуйста, помогите!
MSG_PBK_02	В Алдийском море водится много чудовищ. Будьте осторожны!
MSG_PBK_03	Проклятые пираты! Забирают у нас все, что хотят, как будто они тут хозяева!
MSG_PBK_04	Насколько я знаю, на севере портов нет. А корабль может причалить только в порту.
MSG_PBK_05	Буду жить по-другому.<P>\nВозьмусь за ум, стану лучшим работником во всем городе.<P>\nВы же мне верите?
MSG_PBK_06	Благодаря вам мы можем больше не бояться пиратов!<P>\nВот спасибо!
MSG_PBK_07	Говорят, где-то за морем живут эльфы!<P>\nИ что их принц уснул глубоким сном и никак не проснется...
MSG_PBK_08	Я бежал из Мелмонда — городка далеко на западе.<P>\nПечальное зрелище... земля прогнила, а по ночам то и дело нападают чудовища.<P>\nМожет, вы сможете как-то помочь?
MSG_PBK_09	Чего это вы тут делаете? Хотите получить по шапке от биканьеров Бикке?
MSG_ELF_CAS_01	Из-за проклятия Астоса наш принц погрузился в глубокий сон и не может пробудиться.<P>\nПрошу, помогите нашему принцу!
MSG_ELF_CAS_02	В пещере на западе живет отвратительная тварь.<P>\nЭто она отравляет землю, точно говорю.
MSG_ELF_CAS_04	Мы, эльфы, храним у себя ключ, который однажды передадим Воинам Света.
MSG_ELF_CAS_05	Говорят, есть на свете ведьма, которой любое зелье по плечу.<P>\nДайте-ка вспомнить... кажется, ее зовут Матойя.
MSG_ELF_CAS_06	У вас с собой тоник бодрости? Он наверняка пробудит нашего принца!
MSG_ELF_CAS_07	Король темных эльфов Астос обманом проник в замок и наложил проклятие на нашего принца.<P>\nА потом сбежал вместе с сокровищами!
MSG_ELF_CAS_08	Принц очнулся! Спасибо вам!
MSG_ELF_CAS_09	Гномы живут в пещере у западного побережья Алдийского моря.<P>\nОни народ дружелюбный!
MSG_ELF_CAS_10	Дверь в сокровищницу заперта ключом тайн.
MSG_ELF_CAS_11	Из-за проклятия Астоса принц спит вот уже пять лет.<P>\nНаверняка есть какое-нибудь зелье, способное прервать его сон... но где его взять?
MSG_ELF_CAS_12	Благодаря вам принц наконец-то пришел в себя. Моей признательности нет предела.<P>\nВы вернули мир в Эльфхейм.
MSG_ELF_CAS_13	Хр-р-р...
MSG_ELF_CAS_14	Я проснулся, и ко мне вернулись силы. И все благодаря вам. Спасибо, Воины Света!
MSG_AWAKEELF_01	Тоник бодрости...<P>\nВозможно, он снимет проклятие и пробудит принца!<P>\nСейчас же попробуем!
MSG_AWAKEELF_02	Ваше высочество? Ваше высочество!
MSG_AWAKEELF_03	Мне приснился... жуткий кошмар... Может, я... все еще сплю?
MSG_AWAKEELF_04	Вы... вы те самые воины из легенды! Что-то мне подсказывает, что это не сон...<P>\nЯ поступлю так, как подсказывают легенды моих предков.<P>\nНастало время передать ключ тайн в руки законных владельцев.
MSG_AWAKEELF_05	Вы получили ключ тайн.
MSG_ELF_CTY_01	Что же нам делать... Пожалуйста, помогите нашему принцу!
MSG_ELF_CTY_02	Принц очнулся! Спасибо вам!
MSG_ELF_CTY_03	Если принц не проснется, мы так и останемся без короля.<P>\nНекому будет защитить нас от злой силы темного эльфа.
MSG_ELF_CTY_04	Если верить легендам, где-то в земле погребен воздушный корабль, на котором можно летать по небу.
MSG_ELF_CTY_05	Никто не знает, где теперь король темных эльфов Астос.
MSG_ELF_CTY_07	Однажды мне случилось отправиться на запад, и ноги сами вынесли меня к древнему замку.<P>\nВнутри не было ни души. Жуткое место, я пустился оттуда наутек.
MSG_ELF_CTY_08	Вы победили Астоса и принесли Эльфхейму мир!
MSG_ELF_CTY_09	Принц должен был стать королем эльфов, но что же будет теперь?
MSG_ELF_CTY_11	Доспехи и оружие из мифрила крепче и надежнее других. Обязательно попробуйте. Сами увидите!
MSG_ELF_CTY_12	Я провидец. Когда приходит назначенный час, мне открывается будущее.<P>\nА до тех пор я должен смиренно ждать.
MSG_ELF_CTY_13	Благодаря силе левикамня из песчаного моря под полумесяцем поднимается в небо великий парус!
MSG_ELF_CTY_15	В темной бездне над полумесяцем, к северу от огненной горы, спит левикамень.<P>\nТам ждет вас нечто...
MSG_ELF_CTY_16	Здесь покоится Линк.
MSG_ELF_CTY_17	Перед вами надгробный камень.
MSG_WST_CAS_01	Король темных эльфов Астос обманул меня, и теперь мой замок лежит в руинах.<P>\nБудь у меня корона, что он унес в Пещеру Топи, я бы уж его восстановил.<P>\nВы не принесете мне корону?
MSG_WST_CAS_02	Пи-и-и-и! Пи-и-и-и!
MSG_WST_CAS_03	Эта дверь заперта ключом тайн.
MSG_ASTOS_01	Уа-ха-ха-ха-ха!<P>\nГлупцы! Вы попались!<P>\nЯ И ЕСТЬ король темных эльфов Астос!
MSG_ASTOS_02	Сила добытой вами короны и хрустального ока, которое уже у меня в руках...<P>\nСделает меня ИСТИННЫМ королем эльфов!
MSG_ASTOS_03	Сопротивление бесполезно! Я заберу то, что мне причитается, силой!
MSG_ASTOS_04	Вы получили хрустальное око.
MSG_PND_01	Пи-и-и-и! Пи-и-и-и!
MSG_PND_02	Эта дверь заперта ключом тайн.
MSG_GET_CROWN_01	Вы получили корону.
MSG_AWAKEPOT_01	Что это у вас там? Мое хрустальное око? Давайте-ка его сюда!<P>\nНе волнуйтесь, я вас отблагодарю. Вот, возьмите это зелье. Это самое удивительное зелье в моей коллекции!
MSG_AWAKEPOT_02	О да! Я снова вижу! Я снова вижу!
MSG_AWAKEPOT_03	Вы получили тоник бодрости.
MSG_MATOYA_01	(Бдыщ!) Ай!
MSG_MATOYA_02	Мой глаз! Мой глазик!
MSG_MATOYA_03	Я ничего не вижу без моего хрустального ока!
MSG_MATOYA_04	Кто мог его украсть?
MSG_MAT_02	Вы еще здесь? Шли бы уже, вы мне больше не нужны!<P>\nХмф! Не такие уж вы и красавцы, как я себе представляла...
MSG_MAT_03	С заклинаньем оживаю, мету-мету-заметаю! Вжух-вжух-вжух!<P>\nНидо лэ и анемто! Вжух-вжух-вжух!
MSG_MAT_04	С заклинаньем оживаю, мету-мету-заметаю! Вжух-вжух-вжух!<P>\nУтрак ижред и имжан! Вжух-вжух-вжух!
MSG_DWF_CAV_01	Эх, вот бы мне того адамантита, о котором легенды рассказывают! Какой бы я волшебный меч выковал...
MSG_DWF_CAV_02	В ваших руках Экскалибур ждут великие дела.
MSG_DWF_CAV_03	С хрустальным оком и слепец прозреет.<P>\nПоговаривают, темный эльф Астос стащил хрустальное око Матойи.
MSG_DWF_CAV_04	Землица гнить стала. Началось с запада, ползет теперь во все стороны...
MSG_DWF_CAV_05	Землица снова ожила! Спасибо вам, Воины Света!
MSG_DWF_CAV_06	Вы с кузнецом-то нашим уже балакали? Он там, в кузнице.
MSG_DWF_CAV_07	Кто шумит? Да это Неррик. Колет каменюки в глубине пещеры.
MSG_DWF_CAV_08	Славный гном наш Неррик. Все б такими были, как он.
MSG_DWF_CAV_09	Лали-хо!
MSG_DWF_CAV_10	Я вам вот что скажу: добротный браслет в бою ничуть не хуже, чем броня. Да вы сами проверьте.
MSG_DWF_CAV_12	Видали наш канал? Ох, до чего же славный гном наш Неррик!
MSG_DWF_CAV_13	Я ищу левикамень.<P>\nГоворят, он что угодно в воздух поднимет!
MSG_DWF_CAV_14	Поговаривают, в замковой сокровищнице был нитропорох.
MSG_DWF_CAV_16	Чтоб его!!! Проход перекрыл огромный булыжник!<P>\nА осталось-то всего ничего, и канал готов!<P>\nБудь у меня хоть чуток нитропороха, я бы эту глыбу враз расколол...
MSG_DWF_CAV_17	Э, нет! Эти только для показа! Ими драться не выйдет!
MSG_DWF_CAV_18	Эта дверь заперта ключом тайн.
MSG_CANAL_01	Нитропорох!<P>\nОдин добрый взрыв — и канал готов!<P>\nЯ ваш должник, друзья!
MSG_CANAL_02	А ну-ка!
MSG_CANAL_03	Уж теперь-то мы этот булыжник в щепки разнесем!
MSG_CANAL_04	Чего встали?<P>\nСейчас рванет! Бегом отсюда, коль жизнь дорога!
MSG_CANAL_05	Аж не терпится увидеть, что там за каналом!
MSG_GET_EXCALIBER_01	Это ж... адамантит!
MSG_GET_EXCALIBAR_02	Ух! Я вам из него такой меч сделаю — лучше некуда!
MSG_GET_EXCALIBAR_03	Готово! Я таких славных мечей в жизни не ковал!
MSG_GET_EXCALIBAR_04	Берите, берите. Он ваш!
MSG_GET_EXCALIBAR_05	Вы получили Экскалибур.
MSG_LEARN_01	Минутку... Покажите-ка вашу табличку...
MSG_LEARN_02	Это же... это же розеттский камень!
MSG_LEARN_03	Теперь я смогу расшифровать луфенианский язык!
MSG_LEARN_04	Хм-м... Ну конечно! Так ВОТ что это значит! Все сходится!
MSG_LEARN_05	В знак благодарности я хочу обучить вас луфенианскому.
MSG_LEARN_06	Прекрасно! Теперь вы тоже говорите по-луфениански!
MSG_MMD_CTY_01	Земля гниет, и виноват в этом вампир, который поселился в Гроте Земли.<P>\nОн перекрыл поток силы земли. Вот почему наш город умирает.<P>\nВы можете его остановить?
MSG_MMD_CTY_02	Давным-давно Мелмонд был прекрасным городом с плодородной почвой.
MSG_MMD_CTY_03	Вампир уничтожил наш храм. Из-за него наш город лежит в руинах.<P>\nНеужели ничто не в силах остановить это разорение?
MSG_MMD_CTY_04	Вы случайно не те самые Воины Света?
MSG_MMD_CTY_05	Верните кристаллам былую силу...
MSG_MMD_CTY_06	Вампир мертв, но земля все еще гниет. Что происходит?
MSG_MMD_CTY_07	Грот Земли находится к югу от Мелмонда, на полуострове, прозванном Чертов Хвост.<P>\nРаньше, чем ближе к гроту, тем тучнее была земля. А теперь... теперь там все вымерло.
MSG_MMD_CTY_08	Похоже, кристалл Земли вновь загорелся!
MSG_MMD_CTY_09	Великан, что живет в гроте, питается камнями.<P>\nЕму что ни дай — все съест, но, говорят, больше всего он любит самоцветы. Прямо волю теряет!
MSG_MMD_CTY_10	Нет в мире ничего, что было бы неизвестно гениальному доктору Унне!<P>\nЧто?! Вы никогда про меня не слышали?! Немыслимо!
MSG_MMD_CTY_12	Давным-давно на севере жила процветающая цивилизация.<P>\nТеперь она в упадке.
MSG_MMD_CTY_14	Ну ничего себе, какие вы стали щеголи!
MSG_MMD_CTY_15	Говорят, древние знали секрет, как поднять корабль в воздух.
MSG_MMD_CTY_16	Воздушный корабль! Так они все-таки существуют!
MSG_MMD_CTY_17	Уоттс меня звать.<P>\nЯ с самого Дуэргара пришел — хочу выведать, откуда эта гниль ползет.
MSG_MMD_CTY_18	Воины Света... куда б мы без вас! Земля тучнеет, и зелень уж проглядывает!
MSG_MMD_CTY_19	В пещере на южной оконечности нашего континента живет человек по имени Садда. Он очень много знает.
MSG_MMD_CTY_20	Я простой фермер.
MSG_MMD_CTY_21	Вампир мертв, но земля по-прежнему гниет.<P>\nЧто происходит? Похоже, причина в чем-то другом?
MSG_MMD_CTY_22	Загляните в лавку моего папы!
MSG_MMD_CTY_23	Если кристалл Земли вновь загорится, земля оживет. Холмы и долины снова зазеленеют.
MSG_MMD_CTY_24	Воины Света... это все ваша заслуга. Земля возрождается!
MSG_MMD_CTY_25	Перед вами надгробный камень.
MSG_MMD_CTY_26	Верните кристаллам былую силу...
MSG_MAP01_01	Вы получили звездный рубин.
MSG_LICH_01	Кто посмел со мной заговорить?
MSG_LICH_02	Я поглощаю силу земли.
MSG_LICH_03	Смертные мне не страшны. Ибо я Лич... Исчадие Земли!
MSG_VAMPIRE_01	Всему сущему суждено умереть...<P>\nПечать нерушима. Земля сгниет изнутри.
MSG_VAMPIRE_02	Судьбы не изменить.<P>\nЖалким смертным не убить бессмертного!
MSG_ERH_CAV_01	Пи-и-и-и! Пи-и-и-и!
MSG_ERH_CAV_02	Каменная плита в полу. От нее веет аурой зла.
MSG_ERH_CAV_03	Перед вами алтарь, излучающий силу земли.
MSG_GIANT_RUBYEAT_01	У вас есть звездный рубин?!<P>\nДайте мне звездный рубин, и я вас пропущу!
MSG_GIANT_RUBYEAT_02	Хрум... ум-м...<P>\nМ-м! Нет ничего вкуснее рубинов!
MSG_GIA_CAV_01	Вам не пройти!
MSG_SAG_CAV_01	Верните кристаллам былую силу...
MSG_GET_STICK_01	Это вы победили вампира?<P>\nТо был лишь мелкий прислужник... Чудовище, что отравило кристалл Земли, живет куда глубже.<P>\nВот, возьмите-ка мой посох и стукните им за обиталищем вампира!
MSG_GET_STICK_02	Вы получили посох земли.
MSG_GET_CANOE_01	Прекрасная работа, Воины Света. Вы победили Исчадие Земли и вернули свет в кристалл.<P>\nУвы, ваш подвиг пробудил Исчадие Огня, сон которого должен был продлиться еще двести лет.<P>\nСадитесь в каноэ и сразитесь с Исчадием в недрах горы Галг!
MSG_GET_CANOE_02	Вы получили каноэ.
MSG_CLK_CTY_01	Мой муж все время в разъездах, а когда приезжает, то целыми днями спит!<P>\nПо-моему, он неправильно расставляет приоритеты.
MSG_CLK_CTY_02	Хр-р-р...
MSG_CLK_CTY_03	Я уже десять лет гоняюсь за левикамнем...<P>\nЕсть у меня подозрение, что он в пещере к северу отсюда, но самому мне туда никак...<P>\nЖена до смерти запилит.
MSG_CLK_CTY_04	Мы двенадцать провидцев, нас привели сюда звезды и пророчество.
MSG_CLK_CTY_05	В этом мире существуют четыре великих кристалла.<P>\nКогда-то они хранили в себе свет, но теперь он погас... Силу кристаллов похитили четыре Исчадия Хаоса.
