SPEAKER_01	？？？
MSG_ELF_CAS_12	多亏你们帮忙，王子苏醒了。\n我在此表示万分的谢意。\n这样一来精灵世界也能够恢复和平了。
MSG_ELF_CAS_13	呼……呼……
MSG_ELF_CAS_14	多亏了你们，我已经没事了。\n谢谢，光之战士们！
MSG_AWAKEELF_01	这是！\n用这“苏醒药”的话\n就能解开王子的诅咒了！\n我现在就试试。
MSG_AWAKEELF_02	王子？王子！
MSG_AWAKEELF_03	我一直在……做噩梦……\n这里是？我还在做梦吗？
MSG_AWAKEELF_04	你们是……传说的战士？！\n看起来这不像是在做梦……<P>\n我会按照古老传说的指示，\n将这“神秘钥匙”交给你们。
MSG_AWAKEELF_05	得到了“神秘钥匙”。
MSG_ELF_CTY_01	请救救王子吧！\n啊啊……到底该怎么办才好？
MSG_ELF_CTY_02	王子终于醒来了！\n真是太感谢了！
MSG_ELF_CTY_03	王子无法醒来的话，\n就不会诞生妖精王……\n黑暗精灵的暗之力就会支配精灵族。
MSG_ELF_CTY_04	相传名叫“飞空艇”的\n可以飞行的船就埋在\n某个地方。
MSG_ELF_CTY_05	谁也不知道黑暗精灵王\n阿斯托斯的行踪。
MSG_ELF_CTY_07	以前我曾去往西方旅行。\n在一座古旧的城中迷了路……<P>\n城里一个人也没有，感觉非常恐怖，\n于是我赶紧逃跑了。
MSG_ELF_CTY_08	您打倒了阿斯托斯啊！\n啊啊，这样精灵们也能和平了！
MSG_ELF_CTY_09	啊啊……王子！\n本来能成为妖精王的……
MSG_ELF_CTY_11	用秘银造的剑和铠很坚固，\n有相当的威力。\n试试看。会让你大吃一惊！
MSG_ELF_CTY_12	我是预言家。\n当恰当的时机来到\n预言就会降临……<P>\n年轻人，请等到那时……
MSG_ELF_CTY_13	新月下的砂之海……\n因“浮游石”之力\n苍穹上巨大的风帆将飘扬！
MSG_ELF_CTY_15	新月上的暗穴……\n炎山再向北去……\n“浮游石”就沉睡在那里……<P>\n有人在等待着你们……
MSG_ELF_CTY_16	林克在这里长眠……
MSG_ELF_CTY_17	这是个墓碑……
MSG_WST_CAS_01	我被黑暗精灵之王阿斯托斯给欺骗了，\n结果导致了这座城的荒废……<P>\n你们能到南方的沼泽洞窟里，\n帮我把“王冠”取回来吗？<P>\n能取回来的话，\n我就可以将这座城重新振兴起来了……
MSG_WST_CAS_02	吱……吱……
MSG_WST_CAS_03	这扇门被\n“神秘钥匙”给封印住了。
MSG_ASTOS_01	哈哈哈！\n轻而易举就被我骗过了……\n你们这群白痴。<P>\n我就是黑暗精灵之王阿斯托斯！
MSG_ASTOS_02	你们拿到的“王冠”，\n再加上我所得到的“水晶眼”……<P>\n有了这两种宝物的力量，\n我就能够变成真正的妖精王了！
MSG_ASTOS_03	反抗我也没用……\n看我用武力把东西抢过来！
MSG_ASTOS_04	得到了“水晶眼”。
MSG_PND_01	吱……吱……
MSG_PND_02	这扇门被“神秘钥匙”封印着……
MSG_GET_CROWN_01	得到了“王冠”。
MSG_AWAKEPOT_01	咦？“水晶眼”？\n快！快还给我！<P>\n我不会白拿的！这方药给你们拿走。\n这可是我的药里面效果最好的药啊！
MSG_AWAKEPOT_02	哦！我能看见了！\n我终于又能看见东西了！
MSG_AWAKEPOT_03	得到了“苏醒药”。
MSG_MATOYA_01	好疼！
MSG_MATOYA_02	眼睛……\n我的眼睛……
MSG_MATOYA_03	没有“水晶眼”\n我就什么都看不见。
MSG_MATOYA_04	是谁？\n谁偷走了我的“水晶眼”！
MSG_MAT_02	怎么？\n你们已经没用了！\n而且你们没有我想象中的那么帅气嘛。
MSG_MAT_03	正反须顾及　叮叮　叽叽！\n一左和消取　叮叮　叽叽！
MSG_MAT_04	前后勿相望　叮叮　咣咣！\n键图地按长　叮叮　咣咣！
MSG_DWF_CAV_01	只要有传说中的金属\n“精金”的话，说不定\n就能打造出幻之剑。
MSG_DWF_CAV_02	战士们啊，你们的话\n应该能好好地使用这把\n王者之剑吧。
MSG_DWF_CAV_03	听说要是有“水晶眼”的话\n就算眼睛看不见的人也能再看到东西。\n有流言说是暗精灵阿斯托斯\n从魔女玛托雅那里偷走的。
MSG_DWF_CAV_04	大地从西方开始\n渐渐地在腐坏着……
MSG_DWF_CAV_05	大地恢复原貌了！\n光之战士，多亏了你们！
MSG_DWF_CAV_06	见到铁匠史密斯了吗？
MSG_DWF_CAV_07	这声响吗？\n是内里克爷爷在\n村子后面打碎岩石吧。
MSG_DWF_CAV_08	内里克爷爷是个伟大的人。\n他是值得尊敬的矮人呐。
MSG_DWF_CAV_09	啦哩吼——
MSG_DWF_CAV_10	“手镯”也有不输给“铠甲”的\n很强的防御力。\n试着装备看看吧。
MSG_DWF_CAV_12	你们看到运河了吗？\n果然内里克爷爷是个\n了不起的矮人啊！
MSG_DWF_CAV_13	我在寻找叫“浮游石”的东西。\n说是有这玩意就能够飞上天空！
MSG_DWF_CAV_14	“黑火药”在以前似乎被\n封藏在了城堡的宝物库内……
MSG_DWF_CAV_16	啊啊！\n这大石头真碍事！\n就差一步就能打通运河了……<P>\n要是有“黑火药”的话，\n这种石头也就是一下的事……
MSG_DWF_CAV_17	不成不成，\n这是个样品！不是能用的东西。
MSG_DWF_CAV_18	这扇门被“神秘钥匙”封印着……
MSG_CANAL_01	这是……“黑火药”！<P>\n有这种爆炸力的话，\n很快就能开通运河了！\n年轻人们，感谢啊！
MSG_CANAL_02	这样就……好了！
MSG_CANAL_03	这样一来可恨的石头\n就该要再见了。
MSG_CANAL_04	你们干嘛呢！\n就要爆炸了！要命的话\n就赶紧去避难！
MSG_CANAL_05	运河对面是什么样的世界啊，\n真是期待！
MSG_GET_EXCALIBER_01	这个是……\n“精金”？！
MSG_GET_EXCALIBAR_02	好！我就用这个\n造出最强的剑给你！
MSG_GET_EXCALIBAR_03	完成了！\n在我打造的武器中这把\n是最强的！
MSG_GET_EXCALIBAR_04	给！拿上它吧！
MSG_GET_EXCALIBAR_05	得到了“王者之剑”。
MSG_LEARN_01	等一下，让我看看\n那块石头。
MSG_LEARN_02	噢噢！\n这不正是“罗塞塔石”吗！
MSG_LEARN_03	有了这个就能读懂\n鲁飞因语了！
MSG_LEARN_04	原来如此！我明白了！\n这样啊！\n原来是这样啊！！
MSG_LEARN_05	好吧，\n作为感谢我就教给你们吧。
MSG_LEARN_06	嗯！\n这样一来你们也一定能\n说鲁飞因语了。
MSG_MMD_CTY_01	大地在腐坏。\n都是因为住在地之洞窟的吸血鬼在作孽……<P>\n因为那家伙遮挡了大地之力，\n所以这个镇成了这德行。\n拜托您，能将他消灭吗？
MSG_MMD_CTY_02	这个梅尔蒙德镇以前\n土地丰饶，曾是个\n非常美丽的地方……
MSG_MMD_CTY_03	因为吸血鬼的攻击，\n教会也毁坏了，镇子惨不忍睹……\n难道无法阻止大地继续腐坏吗……
MSG_MMD_CTY_04	你们……莫非是\n光之战士吗？
MSG_MMD_CTY_05	战士们啊，\n愿水晶祝福你们……
MSG_MMD_CTY_06	吸血鬼被打倒后\n大地仍然在腐坏。\n这是为什么呢？！
MSG_MMD_CTY_07	这镇子南方\n被称作恶魔之尾的半岛上\n有个地之洞窟。<P>\n以前越靠近那洞窟农作物长得越好……\n但现在却成了这样子啊。
MSG_MMD_CTY_08	哦哦！\n土之水晶恢复光辉了？
MSG_MMD_CTY_09	听说住在洞窟的巨人\n是吃石为生的。<P>\n只要是石头什么都吃，\n并且最喜欢宝石。\n真是相当贪食啊。
MSG_MMD_CTY_10	说到学者乌内\n可是天下无人不知的大天才。<P>\n什么？！\n你们竟然不知道吗？！
MSG_MMD_CTY_12	很久以前\n北方曾有过非常繁荣的文明。\n如今早已烟消云散。
MSG_MMD_CTY_14	啊呀！你们\n变得相当了得了啊！
MSG_MMD_CTY_15	听说古代的人们\n用什么力量能将船\n浮到空中。
MSG_MMD_CTY_16	那是飞空艇吧！\n原来真的存在！
MSG_MMD_CTY_17	我是从矮人的村子\n来到这里的沃茨。\n我在寻找大地腐坏的原因……
MSG_MMD_CTY_18	光之战士们啊……\n都是多亏了你们。\n大地重现绿色了！
MSG_MMD_CTY_19	南边尽头的洞窟中\n住着一个叫萨达的人。\n那个人可是博学多识。
MSG_MMD_CTY_20	我是个种地的。
MSG_MMD_CTY_21	吸血鬼被打倒后\n大地却仍在腐坏……<P>\n到底怎么回事？！\n难道是有别的原因？
MSG_MMD_CTY_22	要去我父亲经营的店\n看看哦！
MSG_MMD_CTY_23	只要土之水晶重现光辉，\n大地就能再次拥有生命。\n而绿色也能再次覆遍世界。
MSG_MMD_CTY_24	光之战士们啊……\n多亏了你们。\n大地重回原样了！
MSG_MMD_CTY_25	这是个墓碑……
MSG_MMD_CTY_26	战士们啊，\n愿水晶祝福你们……
MSG_MAP01_01	得到了“星形红宝石”。
MSG_LICH_01	何人……\n何人在呼唤吾……
MSG_LICH_02	吾乃……\n大地之力的吞噬者……
MSG_LICH_03	区区人类……\n无法阻碍吾之伟业……\n吾乃巫妖……土之混沌！
MSG_VAMPIRE_01	世间万物\n皆难逃一死……<P>\n这封印不可解除，\n而大地也将继续腐烂……
MSG_VAMPIRE_02	命运是不可更改的……\n区区人类，\n还能杀死我这不老不死的吸血鬼吗？
MSG_ERH_CAV_01	吱……吱……
MSG_ERH_CAV_02	于地面放有一石板……\n邪恶的妖气冉冉而起！
MSG_ERH_CAV_03	土之祭坛……\n大地之力涌出之处。
MSG_GIANT_RUBYEAT_01	那、那是“星形红宝石”？！<P>\n喂、你们！把那个给我，\n我就放你们通过这里怎样！
MSG_GIANT_RUBYEAT_02	咔哧咔哧……<P>\n嗯……忒好吃了！\n果然还是红宝石\n最好吃！！
MSG_GIA_CAV_01	此路是我开！都给我滚开！
MSG_SAG_CAV_01	战士们啊，\n愿水晶祝福你们……
MSG_GET_STICK_01	就是你们把吸血鬼打倒的吗？<P>\n但是，他只不过是一个随从……\n将土之水晶封印住的怪物\n在更深的地下潜藏着……<P>\n拿上这把手杖吧，\n到吸血鬼的房间里面使用！
MSG_GET_STICK_02	得到了“土之杖”。
MSG_GET_CANOE_01	你们干得太漂亮了，\n打倒了土之混沌并且取回了水晶的光辉。<P>\n不过，将在２００年之后觉醒的火之混沌\n已经注意到这点并开始活动了。<P>\n带上这艘“独木舟”，\n向格鲁格火山出发吧！
MSG_GET_CANOE_02	得到了“独木舟”。
MSG_CLK_CTY_01	我家老爷总是在外面旅行，\n回到家里又成天睡觉。\n多少也考虑一下家里的情况啊……\n真是的……
MSG_CLK_CTY_02	呼……呼……
MSG_CLK_CTY_03	我寻找“浮游石”已经\n找了１０年多了……<P>\n最近发现北方的洞窟里有些不对劲……\n不过老婆成天啰嗦……\n我没法去仔细找啊。
MSG_CLK_CTY_04	我们１２位贤者是\n受到群星和预言的引导\n而来到这片土地的……
MSG_CLK_CTY_05	在世上有４颗水晶……<P>\n然而现在水晶的光辉消失了。\n４只混沌把光辉所掩盖，\n并且夺取了水晶的力量。
MSG_CLK_CTY_06	４种力量\n集中到了它们中心的\n混沌神殿里……<P>\n现在４种力量已经取回，\n到混沌神殿去\n消灭黑暗之力的源头吧！
MSG_CLK_CTY_07	火、土、水、风……\n这４种力量构成了\n世间万物。
MSG_CLK_CTY_08	你们夺回了４颗水晶的光辉！\n水晶的力量是打破时间之壁\n的唯一方法。<P>\n一切灾难的元凶\n就在２０００年之前！
MSG_CLK_CTY_09	４种力量的源头\n分散在各地的祭坛中。<P>\n将把守在其根部的混沌打倒\n并将水晶放到祭坛上的话，\n水晶的光辉就能够恢复……
MSG_CLK_CTY_10	你们好像没有保留过去的记忆，\n其实你们在来到这片土地之前\n是在正确的时间流动中生活的。<P>\n不过，正确的时间流动\n在这个时代被突如其来的异常给扭曲了……
MSG_CLK_CTY_11	４只混沌\n支配了所有的时代……<P>\n４００年前风之混沌出现，\n２００年前水之混沌出现，\n将北方的文明全部破坏了……
MSG_CLK_CTY_12	时间被锁在了轮回之中……\n只有回到过去\n才能切断这由憎恨\n所诞生出来的轮回！
MSG_CLK_CTY_13	土之混沌\n令大地日渐腐坏……
