SPEAKER_01	？？？
MSG_KON_CTY_20	你們光之戰士\n現在沒什麼派頭啊……\n去試著獲得些稱號如何？<P>\n恩拉克鎮的龍似乎\n對稱號知道的挺多的。
MSG_KON_CTY_21	看來去過試煉城了呢。\n不過看起來還沒拿到勇者之證吧。
MSG_KON_CTY_22	怎麼啦？\n怎麼拿個「鼠尾巴」……<P>\n呃，比什麼也沒有要強，\n去見見龍王怎麼樣？
MSG_KON_CTY_23	順便，\n我想新月不是真的月亮……<P>\n憑直覺來說，\n新月湖是因為湖的形狀\n而得名的吧……
MSG_KON_CTY_24	已經沒什麼可以告訴你了。<P>\n要是水晶重現光輝，\n說不定會發生什麼\n新的事情吧……
MSG_KON_CTY_25	國王堅信著光之戰士會出現\n將被拐的公主救回來。\n就像預言家魯卡恩說的那樣……
MSG_KON_CTY_27	求求你，\n請救出莎拉大人吧！
MSG_KON_CTY_28	人們說瑪托雅眼睛不好。\n要是沒「水晶眼」什麼都看不見。
MSG_KON_CTY_29	我以前住在遙遠的東邊\n一個叫普拉博卡的港口鎮。\n現在聽說變成海盜的黑窩了……
MSG_KON_CTY_30	這是口井。\n看上去能進，實際上卻進不去的井。
MSG_KON_CTY_31	看看清水中照出來的臉吧……<P>\n哇！好髒！\n快用水洗洗！洗洗！
MSG_MAP0A01_10	國王一直在尋找著傳說中的光之戰士。<P>\n唔，那個水晶！\n請去見我們的國王陛下！
MSG_KON_INN_01	老朽教教你關於「裝備」的事吧。\n想聽嗎？
MSG_KON_INN_02	裝備分為「武器」和\n「防具」兩個種類。<P>\n裝備「武器」的話，\n攻擊力就會上升。<P>\n而「防具」分為「鎧甲」、「盾牌」、\n「頭盔」和「護手」４種類。<P>\n身上穿的還有「手鐲」\n都算是「鎧甲」。<P>\n手持的是「盾牌」，\n頭戴的叫「頭盔」。<P>\n得到的「武器」以及「防具」\n如果不打開「選項」去裝備的話，\n是沒意義的。要注意啊。<P>\n選擇「最強裝備」時，\n會從你現有的裝備中\n自動裝備上最強的。
MSG_KON_INN_03	我來給你說明下「魔法」吧。\n想聽嗎？
MSG_KON_INN_04	魔法分為\n「白魔法」與「黑魔法」。<P>\n「白魔法」是恢復與防禦；\n而「黑魔法」中有攻擊效果的\n較多。<P>\n「白魔法」與「黑魔法」中\n每個等級都有４種。<P>\n但是其中只能學習三個。<P>\n學習過的魔法如果使用\n「遺忘」指令的話\n也可以忘記。<P>\n被遺忘的「魔法」也能\n重新學習。<P>\n最好是根據自己的戰鬥方法\n去考慮怎麼樣組合使用。
MSG_KON_INN_05	「道具」的問題就\n交給我吧！\n畢竟難得，你聽一下吧。
MSG_KON_INN_06	身上多帶些「治療劑」\n和「解毒藥」是沒損失的。<P>\n經常多買點的話也可以\n節約魔法的使用。<P>\n下面是「睡袋」、「帳篷」\n和「小屋」！<P>\n這３個都是在大地圖上使用後\n就能恢復ＨＰ與ＭＰ的\n好東西。<P>\n並且在「裝備」中也有可\n作為道具來使用的物品。<P>\n究竟有沒有效果就需要\n你多加嘗試了。<P>\n道具中也有一些其他\n你將會在旅途中得到的\n「貴重品」。<P>\n有些「貴重品」在重要的場所\n使用也會產生效果。
MSG_KON_INN_07	要聽聽關於阻擋你前進的\n魔物的事嗎？
MSG_KON_INN_08	魔物有著許多種類\n也有著各自的弱點……<P>\n找到弱點的話\n對戰鬥是會有利的……<P>\n比如說，水邊的魔物會怕雷……\n如果有魔法「雷電」的話\n就能造成很大的傷害……<P>\n「武器」中也有一些是\n克制特定魔物的。
MSG_KON_CAS_01	我是傑茵王妃。\n請一定要將我的女兒……莎拉\n平安救出來……
MSG_KON_CAS_02	多虧你們救出了莎拉……\n我該如何表達我的謝意呢……
MSG_KON_CAS_03	嗚嗚……嗚嗚……\n我要姐姐……
MSG_KON_CAS_04	姐姐回來啦！\n是大哥哥們把姐姐救回來的吧！\n謝謝大哥哥！<P>\n啵！
MSG_KON_CAS_05	國王在尋找傳說中的光之戰士。<P>\n嗯？那塊水晶難道是？
MSG_KON_CAS_06	我是奉命把守\n科內利亞城的守衛！<P>\n說實話……我感到很緊張……
MSG_KON_CAS_07	王妃殿下因為過於悲傷\n一直待在房間裡不肯出來……\n真是太可憐了……
MSG_KON_CAS_08	啊、光之戰士們！\n真是非常感謝你們\n救出了莎拉殿下！
MSG_KON_CAS_09	求你了！\n請救救莎拉殿下吧！
MSG_KON_CAS_10	你們是……光之戰士？\n就是那魯卡恩預言中提到的戰士？
MSG_KON_CAS_11	過去，加蘭德曾經是\n全國第一的騎士。<P>\n然而他過於追求力量\n最終迷失了自我……
MSG_KON_CAS_12	這豎琴由科內利亞的公主們\n代代相傳，它有著能夠打開\n惡魔之門的力量。
MSG_KON_CAS_13	我們的祖先在４００年前\n將武器封印在了這個寶物庫裡。\n並將開門的鑰匙交給了\n精靈一族的王子保管。<P>\n只有光之戰士出現之時才會……
MSG_KON_CAS_14	這個寶物庫被\n「神秘鑰匙」所封印住了。
MSG_KON_CAS_16	使用這把鑰匙開啟寶物庫\n的時刻終於來到了！<P>\n這裡保存著的道具一定\n會對你們有所幫助。
MSG_KON_CAS_17	光之戰士們終於出現了！\n我一直在等待這一天。<P>\n加蘭德已經不是我所認識的那個人了……\n拜託了！\n儘快救出莎拉吧！
MSG_KON_CAS_18	莎拉好像一直\n很關心你。
MSG_KON_CAS_20	可以的話……\n請一直在科內利亞……<P>\n不……沒什麼。<P>\n快準備上路吧……\n取回水晶的光芒！
MSG_KON_CAS_23	有情報說\n加蘭德擄走莎拉殿下\n逃到了城北方向的混沌神殿裡……
MSG_KON_CAS_25	鎮上的舞女\n知道很多情報。<P>\n沒有目標的時候\n可以去打聽一些消息。
MSG_KON_CAS_26	得到了「黑火藥」。
MSG_EKKEN_01	國王正在尋找傳說中的光之戰士。<P>\n嗯？那塊水晶！\n請馬上去見我們的國王！
MSG_EKKEN_02	旅行者啊，據說\n你們身上帶著水晶，\n這是真的嗎？
MSG_EKKEN_03	魯卡恩的預言……\n「當世界被黑暗侵染之時\n４位光之戰士將會現身於世」
MSG_EKKEN_04	但是，我們還沒法\n肯定這些人是否就是\n預言中的光之戰士。
MSG_EKKEN_05	不過，持有水晶的戰士\n就站在我們面前……\n我不認為這是偶然。<P>\n帶有水晶的戰士們啊，\n我有一個請求……\n你們能救出我的女兒嗎？
MSG_EKKEN_06	原本是我國騎士的加蘭德將莎拉公主擄走了，\n並要求國王將科內利亞的王位交給他……<P>\n他現在就潛藏在北方的混沌神殿裡。\n雖然我們為了救出公主已經用盡了各種方法……\n但是那傢伙是我國劍法第一的騎士……\n沒有人是他的對手。
MSG_EKKEN_07	聽說你們要前往北方大陸。\n不過通向那邊的大橋很久之前就損壞了，\n通向北方的道路也因此中斷。　<P>\n如果你們能夠救出莎拉的話，\n我可以將橋修好來作為謝禮。\n拜託你們了，光之戰士們！
MSG_HELPSERA_04	萬分感謝你們救出了我的女兒……\n不會錯了，你們一定是\n魯卡恩預言中所提到的光之戰士！<P>\n我來告訴你們預言的全部內容吧……<P>\n「當世界被黑暗侵染之時\n４位光之戰士將會現身於世<P>\n戰士們帶有光之碎片\n並令被黑暗之力所籠罩的\n４顆水晶再度散發出光輝。」<P>\n聽聞在北方大陸也有水晶的傳說。\n想要將世界上所有的魔物都消滅的話，\n就必須取回水晶的光輝！
MSG_HELPSERA_05	我會按照約定將通往北方大陸的橋修好。\n祝你們能夠取回４顆水晶，\n令水晶的光輝再度照耀這個世界！
MSG_LUTE_01	請等一下！
MSG_LUTE_02	這是科內利亞王國的公主\n代代相傳的「豎琴」。<P>\n加蘭德挾持我的時候，\n也將這把「豎琴」帶走了。\n我想它可能會派上什麼用場。\n請你們帶走吧。
MSG_LUTE_03	得到了「豎琴」。
MSG_CHS_01	吱……吱……
MSG_CHS_02	水晶的光輝被４只混沌所遮斷。\n所有的力量都通過黑暗水晶\n被傳送到了過去。<P>\n我們看到美麗的光逐漸變黑、扭曲。\n邪惡的源頭想必就在這前方吧。
MSG_CHS_03	黑暗水晶\n令人恐懼地閃耀著。\n能感覺到一些空氣的扭曲。
MSG_CHS_04	門上著鎖。
MSG_CHS_06	那個……\n不正是我們一直在追尋的４種光輝嗎！\n那光芒將會打開時間之門！<P>\n大門將回到２０００年前的過去……\n將引導你們前往無限的\n時間輪回的初始！
MSG_CHS_08	４種光輝照耀著中心的黑暗水晶！\n通往２０００年前的……\n崩壞之前的這個神殿的時間之門即將開啟！
MSG_CHS_10	我們是天空人……\n為了探尋世界滅亡的原因而來到這個神殿……\n已經是４００年前的事了……
MSG_CHS_12	因為卡奧斯的詛咒，\n我們變成了這個樣子，\n也失去了說話的能力……<P>\n因為水晶的光輝\n我們才得以重新開口說話。
MSG_CHS_14	這個大門被「神秘鑰匙」\n所封印著……
MSG_FUSION_01	火、土、水、風……\n４顆閃耀的水晶聚集在\n黑暗水晶上……<P>\n時間之流翻湧而來，\n空間開始扭曲！<P>\n好了……向前踏一步\n就會超越時空\n回到２０００年前！
MSG_HELPSERA_01	國王除了用王國來交換\n他的女兒之外別無他法，\n科內利亞就要歸我了……
MSG_HELPSERA_02	你們是什麽人？<P>\n原來如此……國王的人麽……\n但是你們知道我是誰嗎？<P>\n我乃是加蘭德，騎士之中的騎士，\n你們能勝過我手中的劍嗎！
MSG_HELPSERA_03	是你們……\n救了我吧……<P>\n我是科內利亞王國的莎拉公主……\n真不知道如何感謝你們才好。<P>\n我還是第一次看到有人\n能夠打敗加蘭德……<P>\n請一定要讓我回報您。\n請和我一起回科內利亞城吧。
MSG_LAST_01	還記得嗎？\n被稱為科內利亞國\n首席騎士的我……
MSG_LAST_02	我是在２０００年後的未來……\n被你們打倒的加蘭德！
MSG_LAST_03	確實那個時候\n我被打倒了……<P>\n但是那時４種力量救了我。\n我進行了時空穿越！
MSG_LAST_04	來到這裡之後\n我向未來送去了４只混沌。
MSG_LAST_05	這樣，未來的我\n在臨死前便會被４種力量所救，\n再次回到這裡！
MSG_LAST_06	這２０００年中\n我不會留下任何記憶。
MSG_LAST_07	但是我還會回到這裡！\n你們將在這裡永久地死去……\n而我將永久地活下去……<P>\n在這個我所創造的……\n無限的輪回之中……
MSG_BRIDGE_01	這是國王的旨意。\n為魯卡恩的預言而效力！
MSG_BRIDGE_02	這座橋和預言有關係嗎？
MSG_BRIDGE_03	４位光之戰士出現了！\n就在這裡……\n在科內利亞出現了！
MSG_PRL_01	於是……\n探求之旅開始了\n\n４個年輕人雖為光之戰士\n\n卻也對自己所承受的重大使命\n及即將到來的未知命運\n感到不知所措\n\n４個年輕人\n所持的不明其深意的\n４顆水晶……\n\n遠古時曾\n宿有巨大的光輝\n\n來、踏上旅程\n\n將覆蓋世界的黑暗一掃而空\n\n讓光輝\n再現世中
MSG_SHIP_01	敢反抗我海盜比凱大人\n你們膽子還真不小啊。\n小的們！幹掉他們！
MSG_SHIP_02	是！\n打得連他媽都認不出來他！
MSG_SHIP_03	對不起……都是我的錯。\n我再也不敢幹壞事了！<P>\n我把「船」送給你們！\n請饒過我吧！
MSG_SHIP_04	得到了「船」。
MSG_PBK_01	請幫幫我們！
MSG_PBK_02	阿爾迪海裡有很多怪物。\n請一定要小心！
MSG_PBK_03	可惡……\n那群該死的海盜！\n就好像鎮子是他們的一樣\n把這裡鬧得天翻地覆的！
MSG_PBK_04	北方地區好像沒有港口了。\n「船」無法在沒有港口的海岸停靠。
MSG_PBK_05	我已經改頭換面了。\n我想要認真工作，\n成為鎮上最勤勞的人。<P>\n你……相信我嗎？
MSG_PBK_06	多虧了你們，\n我們再也不用擔心海盜了。\n實在是太感謝了。
MSG_PBK_07	據說在海的對面，\n是精靈們居住的地方！\n不過呢……他們的王子……\n好像一直沉睡不醒……
MSG_PBK_08	我是從遙遠的西方小鎮\n梅爾蒙德鎮逃到這裡來的……<P>\n那裡的情況實在是太慘了……\n大地腐壞，夜晚還有怪物出沒！<P>\n你們能幫忙做些什麼嗎？
MSG_PBK_09	你們想幹什麼？\n難道你們想要反抗\n海盜比凱的人嗎？
MSG_ELF_CAS_01	我們的王子被阿斯托斯所詛咒，\n一直在沉睡。<P>\n求求你們！\n能幫幫我們的王子嗎？
MSG_ELF_CAS_02	西方的洞窟裡好像有惡魔在活動……\n好像大地開始腐壞就是牠幹的好事。
MSG_ELF_CAS_04	精靈們負責保管鑰匙。\n當光之戰士來臨之時，\n我們會將鑰匙交付給他們。
MSG_ELF_CAS_05	我曾經聽說過一個魔女的傳聞，\n據說她能夠製作任何藥劑。<P>\n名字呢……\n好像是叫瑪托雅吧……
MSG_ELF_CAS_06	那是「蘇醒藥」！\n用這種藥我們的王子就能\n從沉眠中蘇醒過來了！
MSG_ELF_CAS_07	黑暗精靈之王阿斯托斯\n突然出現在這座城裡，<P>\n施加令王子陷入沉睡的詛咒之後\n帶著城裡的財寶離開了！
MSG_ELF_CAS_08	王子醒過來了！\n太感謝你們了！
MSG_ELF_CAS_09	阿爾迪海西側，\n在橋附近的洞窟裡，\n有一群矮人在那裡生活。\n他們都是些很不錯的傢伙！
MSG_ELF_CAS_10	這個寶物庫\n被「神秘鑰匙」所封印著。
MSG_ELF_CAS_11	王子被阿斯托斯所詛咒，\n已經沉睡了５年了……<P>\n不知道在什麼地方才能找到\n能夠解開詛咒的藥……
MSG_ELF_CAS_12	多虧你們幫忙，王子蘇醒了。\n我在此表示萬分的謝意。\n這樣一來精靈世界也能夠恢復和平了。
MSG_ELF_CAS_13	呼……呼……
MSG_ELF_CAS_14	多虧了你們，我已經沒事了。\n謝謝，光之戰士們！
MSG_AWAKEELF_01	這是！\n用這「蘇醒藥」的話\n就能解開王子的詛咒了！\n我現在就試試。
MSG_AWAKEELF_02	王子？王子！
MSG_AWAKEELF_03	我一直在……做噩夢……\n這裡是？我還在做夢嗎？
MSG_AWAKEELF_04	你們是……傳說的戰士？！\n看起來這不像是在做夢……<P>\n我會按照古老傳說的指示，\n將這「神秘鑰匙」交給你們。
MSG_AWAKEELF_05	得到了「神秘鑰匙」。
MSG_ELF_CTY_01	請救救王子吧！\n啊啊……到底該怎麼辦才好？
MSG_ELF_CTY_02	王子終於醒來了！\n真是太感謝了！
MSG_ELF_CTY_03	王子無法醒來的話，\n就不會誕生妖精王……\n黑暗精靈的暗之力就會支配精靈族。
MSG_ELF_CTY_04	相傳名叫「飛空艇」的\n可以飛行的船就埋在\n某個地方。
MSG_ELF_CTY_05	誰也不知道黑暗精靈王\n阿斯托斯的行蹤。
MSG_ELF_CTY_07	以前我曾去往西方旅行。\n在一座古舊的城中迷了路……<P>\n城裡一個人也沒有，感覺非常恐怖，\n於是我趕緊逃跑了。
MSG_ELF_CTY_08	您打倒了阿斯托斯啊！\n啊啊，這樣精靈們也能和平了！
MSG_ELF_CTY_09	啊啊……王子！\n本來能成為妖精王的……
MSG_ELF_CTY_11	用秘銀造的劍和鎧很堅固，\n有相當的威力。\n試試看。會讓你大吃一驚！
MSG_ELF_CTY_12	我是預言家。\n當恰當的時機來到\n預言就會降臨……<P>\n年輕人，請等到那時……
MSG_ELF_CTY_13	新月下的砂之海……\n因「浮游石」之力\n蒼穹上巨大的風帆將飄揚！
MSG_ELF_CTY_15	新月上的暗穴……\n炎山再向北去……\n「浮游石」就沉睡在那裡……<P>\n有人在等待著你們……
MSG_ELF_CTY_16	林克在這裡長眠……
MSG_ELF_CTY_17	這是個墓碑……
MSG_WST_CAS_01	我被黑暗精靈之王阿斯托斯給欺騙了，\n結果導致了這座城的荒廢……<P>\n你們能到南方的沼澤洞窟裡，\n幫我把「王冠」取回來嗎？<P>\n能取回來的話，\n我就可以將這座城重新振興起來了……
MSG_WST_CAS_02	吱……吱……
MSG_WST_CAS_03	這扇門被\n「神秘鑰匙」給封印住了。
MSG_ASTOS_01	哈哈哈！\n輕而易舉就被我騙過了……\n你們這群白癡。<P>\n我就是黑暗精靈之王阿斯托斯！
MSG_ASTOS_02	你們拿到的「王冠」，\n再加上我所得到的「水晶眼」……<P>\n有了這兩種寶物的力量，\n我就能夠變成真正的妖精王了！
MSG_ASTOS_03	反抗我也沒用……\n看我用武力把東西搶過來！
MSG_ASTOS_04	得到了「水晶眼」。
MSG_PND_01	吱……吱……
MSG_PND_02	這扇門被「神秘鑰匙」封印著……
MSG_GET_CROWN_01	得到了「王冠」。
MSG_AWAKEPOT_01	咦？「水晶眼」？\n快！快還給我！<P>\n我不會白拿的！這方藥給你們拿走。\n這可是我的藥裡面效果最好的藥啊！
MSG_AWAKEPOT_02	哦！我能看見了！\n我終於又能看見東西了！
MSG_AWAKEPOT_03	得到了「蘇醒藥」。
MSG_MATOYA_01	好疼！
MSG_MATOYA_02	眼睛……\n我的眼睛……
MSG_MATOYA_03	沒有「水晶眼」\n我就什麼都看不見。
MSG_MATOYA_04	是誰？\n誰偷走了我的「水晶眼」！
MSG_MAT_02	怎麼？\n你們已經沒用了！\n而且你們沒有我想像中的那麼帥氣嘛。
MSG_MAT_03	正反須顧及　叮叮　叽叽！\n一左和消取　叮叮　叽叽！
MSG_MAT_04	前後勿相望　叮叮　咣咣！\n鍵圖地按長　叮叮　咣咣！
MSG_DWF_CAV_01	只要有傳說中的金屬\n「堅鋼石」的話，說不定\n就能打造出幻之劍。
MSG_DWF_CAV_02	戰士們啊，你們的話\n應該能好好地使用這把\n石中劍吧。
MSG_DWF_CAV_03	聽說要是有「水晶眼」的話\n就算眼睛看不見的人也能再看到東西。\n有流言說是暗精靈阿斯托斯\n從魔女瑪托雅那裡偷走的。
MSG_DWF_CAV_04	大地從西方開始\n漸漸地在腐壞著……
MSG_DWF_CAV_05	大地恢復原貌了！\n光之戰士，多虧了你們！
MSG_DWF_CAV_06	見到鐵匠史密斯了嗎？
MSG_DWF_CAV_07	這聲響嗎？\n是內里克爺爺在\n村子後面打碎岩石吧。
MSG_DWF_CAV_08	內里克爺爺是個偉大的人。\n他是值得尊敬的矮人呐。
MSG_DWF_CAV_09	啦哩吼——
MSG_DWF_CAV_10	「手鐲」也有不輸給「鎧甲」的\n很強的防禦力。\n試著裝備看看吧。
MSG_DWF_CAV_12	你們看到運河了嗎？\n果然內里克爺爺是個\n了不起的矮人啊！
MSG_DWF_CAV_13	我在尋找叫「浮游石」的東西。\n說是有這玩意就能夠飛上天空！
MSG_DWF_CAV_14	「黑火藥」在以前似乎被\n封藏在了城堡的寶物庫內……
MSG_DWF_CAV_16	啊啊！\n這大石頭真礙事！\n就差一步就能打通運河了……<P>\n要是有「黑火藥」的話，\n這種石頭也就是一下的事……
MSG_DWF_CAV_17	不成不成，\n這是個樣品！不是能用的東西。
MSG_DWF_CAV_18	這扇門被「神秘鑰匙」封印著……
MSG_CANAL_01	這是……「黑火藥」！<P>\n有這種爆炸力的話，\n很快就能開通運河了！\n年輕人們，感謝啊！
MSG_CANAL_02	這樣就……好了！
MSG_CANAL_03	這樣一來可恨的石頭\n就該要再見了。
MSG_CANAL_04	你們幹什麼呢！\n就要爆炸了！要命的話\n就趕緊去避難！
MSG_CANAL_05	運河對面是什麼樣的世界啊，\n真是期待！
MSG_GET_EXCALIBER_01	這個是……\n「堅鋼石」？！
MSG_GET_EXCALIBAR_02	好！我就用這個\n造出最強的劍給你！
MSG_GET_EXCALIBAR_03	完成了！\n在我打造的武器中這把\n是最強的！
MSG_GET_EXCALIBAR_04	拿著！拿上它吧！
MSG_GET_EXCALIBAR_05	得到了「石中劍」。
MSG_LEARN_01	等一下，讓我看看\n那塊石頭。
MSG_LEARN_02	噢噢！\n這不正是「羅塞塔石」嗎！
MSG_LEARN_03	有了這個就能讀懂\n魯飛因語了！
MSG_LEARN_04	原來如此！我明白了！\n這樣啊！\n原來是這樣啊！！
MSG_LEARN_05	好吧，\n作為感謝我就教給你們吧。
MSG_LEARN_06	嗯！\n這樣一來你們也一定能\n說魯飛因語了。
MSG_MMD_CTY_01	大地在腐壞。\n都是因為住在地之洞窟的吸血鬼在作孽……<P>\n因為那傢伙遮擋了大地之力，\n所以這個鎮成了這樣子。\n拜託您，能將他消滅嗎？
MSG_MMD_CTY_02	這個梅爾蒙德鎮以前\n土地豐饒，曾是個\n非常美麗的地方……
MSG_MMD_CTY_03	因為吸血鬼的攻擊，\n教會也毀壞了，鎮子慘不忍睹……\n難道無法阻止大地繼續腐壞嗎……
MSG_MMD_CTY_04	你們……莫非是\n光之戰士嗎？
MSG_MMD_CTY_05	戰士們啊，\n願水晶祝福你們……
MSG_MMD_CTY_06	吸血鬼被打倒後\n大地仍然在腐壞。\n這是爲什麽呢？！
MSG_MMD_CTY_07	這鎮子南方\n被稱作惡魔之尾的半島上\n有個地之洞窟。<P>\n以前越靠近那洞窟農作物長得越好……\n但現在卻成了這樣子啊。
MSG_MMD_CTY_08	哦哦！\n土之水晶恢復光輝了？
MSG_MMD_CTY_09	聽說住在洞窟的巨人\n是吃石為生的。<P>\n只要是石頭什麼都吃，\n並且最喜歡寶石。\n真是相當貪食啊。
MSG_MMD_CTY_10	說到學者烏內\n可是天下無人不知的大天才。<P>\n什麼？！\n你們竟然不知道嗎？！
MSG_MMD_CTY_12	很久以前\n北方曾有過非常繁榮的文明。\n如今早已煙消雲散。
MSG_MMD_CTY_14	啊呀！你們\n變得相當了得了啊！
MSG_MMD_CTY_15	聽說古代的人們\n用什麼力量能將船\n浮到空中。
MSG_MMD_CTY_16	那是飛空艇吧！\n原來真的存在！
MSG_MMD_CTY_17	我是從矮人的村子\n來到這裡的沃茨。\n我在尋找大地腐壞的原因……
MSG_MMD_CTY_18	光之戰士們啊……\n都是多虧了你們。\n大地重現綠色了！
MSG_MMD_CTY_19	南邊盡頭的洞窟中\n住著一個叫薩達的人。\n那個人可是博學多識。
MSG_MMD_CTY_20	我是個種地的。
MSG_MMD_CTY_21	吸血鬼被打倒後\n大地卻仍在腐壞……<P>\n到底怎麼回事？！\n難道是有別的原因？
MSG_MMD_CTY_22	要去我父親經營的店\n看看哦！
MSG_MMD_CTY_23	只要土之水晶重現光輝，\n大地就能再次擁有生命。\n而綠色也能再次覆遍世界。
MSG_MMD_CTY_24	光之戰士們啊……\n多虧了你們。\n大地重回原樣了！
MSG_MMD_CTY_25	這是個墓碑……
MSG_MMD_CTY_26	戰士們啊，\n願水晶祝福你們……
MSG_MAP01_01	得到了「星形紅寶石」。
MSG_LICH_01	何人……\n何人在呼喚吾……
MSG_LICH_02	吾乃……\n大地之力的吞噬者……
MSG_LICH_03	區區人類……\n無法阻礙吾之偉業……\n吾乃巫妖……土之混沌！
MSG_VAMPIRE_01	世間萬物\n皆難逃一死……<P>\n這封印不可解除，\n而大地也將繼續腐爛……
MSG_VAMPIRE_02	命運是不可更改的……\n區區人類，\n還能殺死我這不老不死的吸血鬼嗎？
MSG_ERH_CAV_01	吱……吱……
MSG_ERH_CAV_02	於地面放有一石板……\n邪惡的妖氣冉冉而起！
MSG_ERH_CAV_03	土之祭壇……\n大地之力湧出之處。
MSG_GIANT_RUBYEAT_01	那、那是「星形紅寶石」？！<P>\n喂、你們！把那個給我，\n我就放你們通過這裡怎樣！
MSG_GIANT_RUBYEAT_02	哢哧哢哧……<P>\n嗯……太好吃了！\n果然還是紅寶石\n最好吃！！
MSG_GIA_CAV_01	此路是我開！都給我滾開！
MSG_SAG_CAV_01	戰士們啊，\n願水晶祝福你們……
MSG_GET_STICK_01	就是你們把吸血鬼打倒的嗎？<P>\n但是，他只不過是一個隨從……\n將土之水晶封印住的怪物\n在更深的地下潛藏著……<P>\n拿上這把手杖吧，\n到吸血鬼的房間裡面使用！
MSG_GET_STICK_02	得到了「土之杖」。
MSG_GET_CANOE_01	你們幹得太漂亮了，\n打倒了土之混沌並且取回了水晶的光輝。<P>\n不過，將在２００年之後覺醒的火之混沌\n已經注意到這點並開始活動了。<P>\n帶上這艘「獨木舟」，\n向格魯格火山出發吧！
MSG_GET_CANOE_02	得到了「獨木舟」。
MSG_CLK_CTY_01	我家老爺總是在外面旅行，\n回到家裡又成天睡覺。\n多少也考慮一下家裡的情況啊……\n真是的……
MSG_CLK_CTY_02	呼……呼……
MSG_CLK_CTY_03	我尋找「浮游石」已經\n找了１０年多了……<P>\n最近發現北方的洞窟裡有些不對勁……\n不過老婆成天囉嗦……\n我沒法去仔細找啊。
MSG_CLK_CTY_04	我們１２位賢者是\n受到群星和預言的引導\n而來到這片土地的……
MSG_CLK_CTY_05	在世上有４顆水晶……<P>\n然而現在水晶的光輝消失了。\n４只混沌把光輝所掩蓋，\n並且奪取了水晶的力量。
MSG_CLK_CTY_06	４種力量\n集中到了它們中心的\n混沌神殿裡……<P>\n現在４種力量已經取回，\n到混沌神殿去\n消滅黑暗之力的源頭吧！
MSG_CLK_CTY_07	火、土、水、風……\n這４種力量構成了\n世間萬物。
MSG_CLK_CTY_08	你們奪回了４顆水晶的光輝！\n水晶的力量是打破時間之壁\n的唯一方法。<P>\n一切災難的元兇\n就在２０００年之前！
