SPEAKER_01	???
MSG_KON_CAS_01	Sou Jayne, rainha de Cornélia. Por favor, tragam minha filha... Sarah... de volta em segurança.
MSG_KON_CAS_02	Não tenho palavras para agradecer por terem trazido minha Sarah de volta.
MSG_KON_CAS_03	Minha irmã... Eu quero a minha irmã!
MSG_KON_CAS_04	Minha irmã voltou! E graças a vocês! Quero encher vocês de beijos!<P>\nMuá!
MSG_KON_CAS_05	O rei está procurando pelos Guerreiros da Luz da profecia.<P>\nE-esses cristais! Será mesmo possível?
MSG_KON_CAS_06	Recebi a importante tarefa de defender o Castelo Cornélia!<P>\nPara ser franco, estou meio nervoso.
MSG_KON_CAS_07	Sua Majestade está sofrendo muito. Ela se trancou nos aposentos reais. Tentem não perturbá-la.
MSG_KON_CAS_08	Os Guerreiros da Luz! Obrigado, muito obrigado por salvarem a Lady Sarah!
MSG_KON_CAS_09	Por favor, salvem a Lady Sarah!
MSG_KON_CAS_10	Vocês são... os Guerreiros da Luz? Os mesmos da profecia de Lukahn?
MSG_KON_CAS_11	Garland já foi o melhor cavaleiro deste reino.<P>\nMas ele foi consumido pelo poder e perdeu a noção de quem era realmente.
MSG_KON_CAS_12	Acredita-se que o belo alaúde passado de geração em geração às princesas de Cornélia tem um poder especial. Ele é capaz de destruir o portal maligno.
MSG_KON_CAS_13	Quatrocentos anos atrás, nossos ancestrais guardaram armas nesta sala de tesouros...<P>\nEles deixaram a chave sob os cuidados do rei dos elfos até a chegada dos Guerreiros da Luz.
MSG_KON_CAS_14	A sala de tesouros foi trancada com a chave mística.
MSG_KON_CAS_16	É chegada a hora de usar a chave para abrir as portas!<P>\nOs equipamentos guardados aqui sem dúvida os ajudarão!
MSG_KON_CAS_17	Os Guerreiros da Luz finalmente chegaram! Há quanto tempo aguardamos este dia!<P>\nGarland já não é o homem que eu conheci...<P>\nEu imploro, devolvam-me minha filha o mais rápido possível!
MSG_KON_CAS_18	Sarah será eternamente grata a vocês.
MSG_KON_CAS_20	Se quiserem, vocês poderiam... quer dizer, aqui em Cornélia...<P>\nN-não. Esqueçam.<P>\nVocês devem se preparar para a jornada. Restaurem a luz dos Cristais!
MSG_KON_CAS_23	Temos relatos de que Garland fugiu para o norte com a princesa! Para o Templo do Caos!
MSG_KON_CAS_25	Na cidade, tem uma dançarina que é muito bem informada.<P>\nSe ficarem perdidos, falem com ela. Ela pode saber de algo que ajude vocês a reencontrar o caminho.
MSG_KON_CAS_26	Pólvora nitrosa obtida.
MSG_EKKEN_01	O rei está procurando pelos Guerreiros da Luz da profecia.<P>\nOh! Esses cristais! Apresentem-se ao rei imediatamente!
MSG_EKKEN_02	Bem-vindos, viajantes. Disseram-me que vocês trazem cristais. É verdade?
MSG_EKKEN_03	Bem como Lukahn profetizou: "Quando a escuridão engolir o mundo, quatro Guerreiros da Luz surgirão."
MSG_EKKEN_04	Majestade, não podemos ter certeza de que esses são os guerreiros da profecia.
MSG_EKKEN_05	Contudo, aqui estão eles com os cristais. Não pode ser mera coincidência.<P>\nPortadores dos cristais, tenho um pedido a fazer.<P>\nPoderiam resgatar minha filha, Sarah?
MSG_EKKEN_06	Garland, um cavaleiro que antes servia à Coroa, raptou a princesa Sarah.<P>\nPeço a ajuda de vocês em nome da Sua Majestade, o rei de Cornélia.<P>\nGarland se refugiou no Templo do Caos, que fica ao norte.<P>\nObviamente, nós mesmos já tentamos salvar a princesa...<P>\nMas Garland é o melhor espadachim do reino. Não temos ninguém que seja páreo para ele.
MSG_EKKEN_07	Disseram-me que vocês desejam viajar para o continente ao norte.<P>\nA ponte para o norte desabou tempos atrás, impossibilitando a passagem.<P>\nSe vocês resgatarem a Sarah, farei com que a ponte seja reconstruída como prova da minha gratidão.<P>Agora vão, Guerreiros da Luz, e não me decepcionem!
MSG_HELPSERA_04	Obrigado por trazerem minha filha de volta.<P>\nNão resta dúvidas de que vocês são os Guerreiros da Luz da profecia de Lukahn!<P>\nVocês devem ouvir a profecia na íntegra. (Cof, cof). Se me permitem...<P>\n"Quando a escuridão engolir o mundo, quatro Guerreiros da Luz surgirão.<P>\nSe eles não forem capazes de reunir os fragmentos de luz, a escuridão reinará.<P>\nOs quatro cristais jamais brilharão novamente..."<P>\nOra, dizem que há um Cristal no continente ao norte.<P>\nRestaurar a luz dos Cristais é nossa única esperança de livrar o mundo dos monstros que o assolam!
MSG_HELPSERA_05	Ordenarei que a ponte ao norte seja reconstruída, como prometido.<P>\nTorço para que vocês tenham sucesso ao restaurar a luz dos quatro Cristais e do mundo.
MSG_LUTE_01	Esperem um instante!
MSG_LUTE_02	Há muitas gerações que este alaúde tem sido confiado às princesas de Cornélia.<P>\nQuando Garland me raptou, ele também levou o alaúde.<P>\nQuero que fique com vocês. Ele poderá ajudá-los em sua jornada.
MSG_LUTE_03	Alaúde obtido.
MSG_CHS_01	Squick! Squick!
MSG_CHS_02	O Cristal Negro estava enviando ao passado o poder que os quatro Demônios absorveram dos Cristais.<P>\nA criatura distorcendo a luz pura dos Cristais é a que estivemos procurando esse tempo todo.<P>\nA verdadeira raiz de todo mal está logo adiante...
MSG_CHS_03	O Cristal Negro emite um brilho lúgubre. O ar ao seu redor parece ligeiramente... distorcido.
MSG_CHS_04	A porta está trancada.
MSG_CHS_06	A luz... a luz dos quatro que estávamos buscando há tanto tempo!<P>\nEssa luz abrirá o portal do tempo!<P>\nO portal transportará vocês para o passado, dois mil anos atrás, no início do loop temporal.
MSG_CHS_08	Apontem a luz dos quatro Cristais para o Cristal Negro no centro da câmara!<P>\nIsso abrirá um portal para este templo como ele era há dois mil anos.
MSG_CHS_10	Somos o Povo Celestial.<P>\nViemos a este templo para tentar encontrar a origem do fim do mundo.<P>\nAconteceu há 400 anos...
MSG_CHS_12	A maldição dos Demônios nos deu estas formas e nos impediu de falar.<P>\nA luz dos Cristais devolveu a nossa voz!
MSG_CHS_14	Esta porta foi trancada com a chave mística.
MSG_FUSION_01	Vocês apontam a luz dos quatro cristais; fogo, terra, água e vento, para o Cristal Negro.<P>\nO fluxo temporal oscila e o espaço começa a se distorcer!<P>\nUm passo à frente e vocês voltarão dois mil anos no tempo!
MSG_HELPSERA_01	O rei não terá escolha senão trocar o reino pela vida da filha. Cornélia será minha!
MSG_HELPSERA_02	Quem se aproxima?!<P>\nHumpf. Os cachorrinhos do rei. Vocês têm ideia de quem estão enfrentando?<P>\nAcham mesmo que podem cruzar espadas COMIGO? Muito bem... Eu, Garland, farei picadinho de vocês!!!
MSG_HELPSERA_03	Vocês... vocês vieram me salvar?<P>\nEu sou a Sarah, princesa de Cornélia. Não tenho palavras para expressar o quanto estou grata...<P>\nEsta é a primeira vez que alguém derrota Garland.<P>Permitam-me que eu demonstre minha gratidão. Venham comigo até o Castelo Cornélia.
MSG_LAST_01	Lembram-se de mim? Eu já fui o cavaleiro mais renomado de Cornélia.
MSG_LAST_02	Dois mil anos no futuro... vocês me mataram. Eu sou Garland.
MSG_LAST_03	Ah, vocês me derrotaram naquela ocasião.<P>\nMas as quatro grandes forças me enviaram de volta no tempo e salvaram minha vida!
MSG_LAST_04	Quando cheguei aqui, enviei os quatros Demônios para o futuro...
MSG_LAST_05	Onde mais uma vez eles usarão as quatro grandes forças para me enviar ao passado!
MSG_LAST_06	Em dois mil anos, eu não me lembrarei de nada disso.
MSG_LAST_07	Mas nascerei de novo aqui.<P>\nEntão, enquanto vocês morrem incontáveis vezes, eu sempre retornarei!<P>\nRenascido neste ciclo eterno que eu mesmo criei!
MSG_BRIDGE_01	Ordens de Sua Majestade. Devemos fazer nossa parte para cumprir a profecia de Lukhan.
MSG_BRIDGE_02	O que esta ponte tem a ver com a profecia?
MSG_BRIDGE_03	Os quatro Guerreiros da Luz estão aqui... Eles estão em Cornélia!
MSG_PRL_01	E assim começou a aventura do grupo.\n\nComo os quatro Guerreiros da Luz, sentiam nos ombros o peso da missão que o destino lhes reservara.\n\nEles sequer conheciam o verdadeiro significado dos quatro cristais que traziam nas mãos...\n\nCristais que, em tempos idos, brilharam com uma luz intensa.\n\nO primeiro passo da jornada estava dado.\n\nEra hora de remover o véu da escuridão e trazer o mundo de volta para a luz...
MSG_SHIP_01	Cês devem sê muito fanfarrão pra querê enfrentá o grande pirata Bikke! Pra cima deles, marujada!
MSG_SHIP_02	Podexá, capitão! Vamo triturá os ossinho deles!
MSG_SHIP_03	Foi mals aí, gente fina. Juro qui num vô mais criá confusão.<P>\nCês pode levá meu navio em troca. Será que cês pode perdoá esse véio lobo do mar?
MSG_SHIP_04	Navio obtido.
MSG_PBK_01	Acudam, por favor!
MSG_PBK_02	Há muitos monstros no Mar Aldeano. É melhor tomarem cuidado!
MSG_PBK_03	Malditos piratas! Estão saqueando e pilhando tudo como se a cidade fosse deles!
MSG_PBK_04	Acho que não tem nenhum porto no norte. Navios só podem ancorar em portos, como vocês sabem.
MSG_PBK_05	Agora eu sô um novo homi.<P>\nVô arregaçá as manga e trabaiá mais qui qualqué um.<P>\nCê credita em mim, num credita?
MSG_PBK_06	Graças a vocês, não precisamos mais temer os piratas!<P>\nMuito obrigado!
MSG_PBK_07	Dizem que elfos vivem do outro lado do mar!<P>\nMas o príncipe dos elfos caiu em um sono profundo e nunca mais acordou...
MSG_PBK_08	Eu fugi pra cá de Melmond, uma cidade nos confins do oeste.<P>\nA situação está feia por lá... O solo apodreceu, e monstros atacam à noite.<P>\nSerá que vocês poderiam ajudar?
MSG_PBK_09	Que qui cês tão fazeno aqui? Tão quereno arranjá encrenca cos Bukkaneiros do Bikke, é?
MSG_ELF_CAS_01	A maldição de Astos mergulhou nosso príncipe em um sono profundo, do qual ele não consegue acordar.<P>\nSerá que vocês podem ajudar nosso príncipe adormecido?
MSG_ELF_CAS_02	Uma criatura asquerosa vive em uma caverna ao oeste.<P>\nÉ por culpa dela que o solo está apodrecendo, tenho certeza.
MSG_ELF_CAS_04	Os elfos são os guardiões da chave. Quando os Guerreiros da Luz chegarem, a entregaremos para eles.
MSG_ELF_CAS_05	Ouvi boatos sobre uma bruxa que sabe preparar qualquer poção que você possa imaginar.<P>\nDeixe-me ver... acho que ela se chamava Matoya.
MSG_ELF_CAS_06	Vocês têm um tônico estimulante? Isso serviria para acordar o príncipe!
MSG_ELF_CAS_07	O rei dos elfos negros, Astos, invadiu o castelo e lançou uma maldição contra nosso príncipe.<P>\nE então, Astos levou embora todos os tesouros do castelo!
MSG_ELF_CAS_08	O príncipe despertou! Obrigado!
MSG_ELF_CAS_09	Os anões vivem em uma caverna na orla oeste do Mar Aldeano.<P>\nEles são muito simpáticos!
MSG_ELF_CAS_10	A sala de tesouros foi trancada com a chave mística.
MSG_ELF_CAS_11	Há cinco anos que o príncipe está adormecido devido à maldição de Astos.<P>\nDeve haver alguma poção capaz de despertar alguém nessa situação... mas onde?
MSG_ELF_CAS_12	Graças a vocês, o príncipe finalmente despertou. Serei eternamente grato.<P>\nVocês devolveram a paz a Elfheim.
MSG_ELF_CAS_13	Zzz...
MSG_ELF_CAS_14	Estou desperto e forte novamente... tudo graças a vocês. Obrigado, Guerreiros da Luz!
MSG_AWAKEELF_01	Este tônico estimulante...<P>\nTalvez seja perfeito para quebrar a maldição e despertar o príncipe!<P>\nVou experimentar agora mesmo!
MSG_AWAKEELF_02	Alteza? Alteza!
MSG_AWAKEELF_03	Eu estava tendo... um pesadelo terrível. Ainda... estou sonhando?
MSG_AWAKEELF_04	Vocês... vocês são os guerreiros lendários! Algo me diz que não estou sonhando...<P>\nFinalmente chegou a hora de honrar meus antepassados.<P>\nEntregarei a chave mística aos seus verdadeiros donos.
MSG_AWAKEELF_05	Chave mística obtida.
MSG_ELF_CTY_01	Não sei mais o que podemos fazer... Por favor, ajudem nosso príncipe.
MSG_ELF_CTY_02	O príncipe despertou! Obrigado!
MSG_ELF_CTY_03	Se o príncipe não despertar, os elfos ficarão sem rei.<P>\nEstaremos à mercê do poder maligno do elfo negro.
MSG_ELF_CTY_04	Reza a lenda que um helibarco, uma embarcação que navega pelos céus, está enterrado em algum lugar.
MSG_ELF_CTY_05	Ninguém sabe para onde foi Astos, o rei dos elfos negros.
MSG_ELF_CTY_07	Uma vez, eu estava viajando para oeste e topei com um castelo antigo.<P>\nNão havia uma viva alma lá dentro, e o lugar me deu arrepios, então fui embora correndo.
MSG_ELF_CTY_08	Vocês derrotaram Astos e trouxeram paz para Elfheim!
MSG_ELF_CTY_09	Nosso príncipe deveria se tornar o rei dos elfos, mas e agora?
MSG_ELF_CTY_11	Armas e armaduras feitas de mithril são resistentes e poderosas. Vocês deveriam experimentá-las.<P>\nVão se surpreender!
MSG_ELF_CTY_12	Sou um sábio. No momento certo, o futuro será revelado para mim.<P>\nAté lá, esperarei pacientemente.
MSG_ELF_CTY_13	Pelo poder da pedraleve, do mar de areia sob a crescente se ergue aos céus uma grande nau!
MSG_ELF_CTY_15	No abismo sombrio acima da crescente, ao norte, além da montanha fumegante, jaz a pedraleve.<P>\nAlgo espera por vocês ali...
MSG_ELF_CTY_16	Aqui jaz Link.
MSG_ELF_CTY_17	É uma lápide.
MSG_WST_CAS_01	Fui enganado por Astos, rei dos elfos negros, e agora meu castelo está em ruínas.<P>\nSe eu pudesse recuperar a coroa da Caverna do Pântano, conseguiria restaurar meu castelo.<P>\nVocês poderiam me trazer a coroa?
MSG_WST_CAS_02	Squick! Squick!
MSG_WST_CAS_03	Esta porta foi trancada com a chave mística.
MSG_ASTOS_01	Muahaha!<P>\nTolos! Caíram como patinhos na minha armadilha!<P>\nEU sou Astos, rei dos elfos negros!
MSG_ASTOS_02	Com o poder conjunto da coroa que vocês trouxeram e o olho de cristal que já tenho...<P>\nEu me tornarei o VERDADEIRO rei dos elfos!
MSG_ASTOS_03	É inútil lutar contra mim! Tomarei o que é meu por meio de força bruta!
MSG_ASTOS_04	Olho de cristal obtido.
MSG_PND_01	Squick! Squick!
MSG_PND_02	Esta porta foi trancada com a chave mística.
MSG_GET_CROWN_01	Coroa obtida.
MSG_AWAKEPOT_01	Ah, o que é isto? Meu olho de cristal? Me deem aqui!<P>\nNão se preocupem, tenho algo pra dar em troca. Tomem esta poção. É a mais incrível da minha coleção!
MSG_AWAKEPOT_02	Aaah! Estou enxergando! Voltei a enxergar!
MSG_AWAKEPOT_03	Tônico estimulante obtido.
MSG_MATOYA_01	*pof* Ai, ai!
MSG_MATOYA_02	Meu olho... meu olho!
MSG_MATOYA_03	Não consigo enxergar patavinas sem meu olho de cristal!
MSG_MATOYA_04	Quem pode ter roubado ele de mim?
MSG_MAT_02	Ainda por aqui? Não preciso mais de vocês, podem ir andando!<P>\nHumpf! Não são tão atraentes quanto eu achei que fossem...
MSG_MAT_03	De trás pra frente, as palavras vão se formar! Troca, troca, que feitiço estranho de entoar!<P>\nMu Le Ralecnac. Troca, troca!
MSG_MAT_04	De trás pra frente, as palavras vão se formar! Troca, troca, que feitiço estranho de entoar!<P>\nApam o Eruges e Etrepa. Troca, troca!
MSG_DWF_CAV_01	Se ao menos eu tivesse o lendário metal adamantita! Eu poderia forjar uma espada tão mágica...
MSG_DWF_CAV_02	Tenho certeza que cês vão saber usar a Excalibur.
MSG_DWF_CAV_03	Com o olho de cristal, até os cegos conseguem ver.<P>\nOuvi dizer que o elfo negro Astos roubou o da Matoya.
MSG_DWF_CAV_04	O solo tá apodrecendo. Começou no oeste, e agora a podridão tá se espalhando...
MSG_DWF_CAV_05	O solo voltou ao que era antes! Obrigado, Guerreiros da Luz!
MSG_DWF_CAV_06	Cês já foram falar com nosso ferreiro, o Ferradura? Ele tá na ferraria.
MSG_DWF_CAV_07	Esse som? Ah, é o Nerrick. Ele tá quebrando pedra lá nos fundos da caverna.
MSG_DWF_CAV_08	Aquele é o Nerrick, ele é um bom anão. Eu botaria minha mão na forja por ele.
MSG_DWF_CAV_09	Upa-lê-lê!
MSG_DWF_CAV_10	Lembrem-se que, no quesito defesa, um bom bracelete é tão eficaz quanto uma armadura. Experimentem!
MSG_DWF_CAV_12	Cês já viram o canal? Caramba, aquele Nerrick é um anão pra ninguém botar defeito!
MSG_DWF_CAV_13	Tô em busca de pedraleve.<P>\nDizem que é um material incrível que faz as coisas flutuarem!
MSG_DWF_CAV_14	Devia ter um pouco de pólvora nitrosa na sala de tesouros do castelo antes de trancarem as portas.
MSG_DWF_CAV_16	Maldição!!! Tem uma pedra gigante no meu caminho!<P>\nE eu tava pertinho de conseguir abrir o canal!<P>\nSe eu tivesse um tiquinho de pólvora nitrosa, podia mandar essa pedra pelos ares...
MSG_DWF_CAV_17	Calminha! Essas são só de amostra! Cês não podem lutar com elas!
MSG_DWF_CAV_18	Esta porta foi trancada com a chave mística.
MSG_CANAL_01	Pólvora nitrosa!<P>\nA força explosiva dessa pólvora vai abrir o canal num piscar de olhos!<P>\nMandaram bem, rapaziada!
MSG_CANAL_02	Prontinho!
MSG_CANAL_03	Agora a gente pode detonar essa pedra todinha!
MSG_CANAL_04	Tão fazendo o quê, parados aí?<P>\nA pólvora vai explodir! Se não quiserem ir pelos ares também, é melhor saírem enquanto podem!
MSG_CANAL_05	Mal posso esperar pra ver o que tem depois do canal!
MSG_GET_EXCALIBER_01	Será mesmo... adamantita?!
MSG_GET_EXCALIBAR_02	Uau! Vô usar isso pra fazer a melhor espada que cês já empunharam!
MSG_GET_EXCALIBAR_03	Pronto! Em todos esses anos, nunca fiz uma espada tão boa!
MSG_GET_EXCALIBAR_04	Tomem, fiquem com ela. É de vocês!
MSG_GET_EXCALIBAR_05	Excalibur obtida.
MSG_LEARN_01	Esperem um instante. Deixem-me ver esta tabuleta...
MSG_LEARN_02	Esta é... a Pedra de Roseta!
MSG_LEARN_03	Ela permite decifrar o idioma lufeniano!
MSG_LEARN_04	Hum... Sim, claro! Era DISSO que se tratava! Agora faz todo sentido!
MSG_LEARN_05	Permitam-me expressar minha gratidão. Vou ensinar lufeniano a vocês.
MSG_LEARN_06	Pronto! Agora vocês também sabem falar lufeniano!
MSG_MMD_CTY_01	O solo está se deteriorando, e é tudo culpa do vampiro que vive na Caverna da Terra.<P>\nNossa cidade está nessas condições deploráveis porque ele está bloqueando o fluxo do poder da terra.<P>\nSerá que vocês poderiam detê-lo?
MSG_MMD_CTY_02	Tempos atrás, Melmond era uma linda cidade, abençoada pelas riquezas da terra.
MSG_MMD_CTY_03	O vampiro nos atacou, destruiu a igreja e deixou a cidade devastada.<P>\nSerá que não podemos fazer nada para impedir que a terra seja arruinada?
MSG_MMD_CTY_04	Vocês por acaso são os Guerreiros da Luz?
MSG_MMD_CTY_05	Restaurem a glória dos Cristais....
MSG_MMD_CTY_06	O vampiro foi morto, mas o solo continua se deteriorando. O que está acontecendo?
MSG_MMD_CTY_07	A Caverna da Terra fica ao sul de Melmond, numa península chamada Cauda do Diabo.<P>\nAntes, quanto mais perto você chegava da caverna, mais fértil era o solo. Agora... está tudo seco.
MSG_MMD_CTY_08	O Cristal da Terra deve estar brilhando novamente!
MSG_MMD_CTY_09	O gigante que vive na caverna come pedras.<P>\nQualquer tipo serve, mas dizem que ele gosta mesmo é de gemas preciosas! Ele nunca enjoa delas!
MSG_MMD_CTY_10	Não há nada que eu, o grande Dr. Unne, desconheça!<P>\nO quê?! Nunca ouviram falar de mim?! Inconcebível!
MSG_MMD_CTY_12	Tempos atrás, uma civilização próspera vicejava nas terras ao norte.<P>\nAgora, só restam ruínas.
MSG_MMD_CTY_14	Ora, vocês estão bem mais vistosos do que antes!
MSG_MMD_CTY_15	Ouvi falar que os antigos tinham algum tipo de poder que fazia as embarcações voarem pelos ares.
MSG_MMD_CTY_16	Um helibarco! Então eles existem MESMO!
MSG_MMD_CTY_17	Me chamo Watts.<P>\nVim lá de Duergar pra descobrir o que tá fazendo a terra apodrecer.
MSG_MMD_CTY_18	Guerreiros da Luz... isso num teria sido possível sem vocês! O solo já tá se recuperando!
MSG_MMD_CTY_19	Um homem chamado Sadda vive numa caverna no extremo sul deste continente. Ele é muito sábio.
MSG_MMD_CTY_20	Sou apenas um fazendeiro.
MSG_MMD_CTY_21	O vampiro foi morto, mas a terra continua deteriorando.<P>\nO que está acontecendo? Tem algo mais por trás disso?
MSG_MMD_CTY_22	Dêem um pulo na loja do meu pai, sim?
MSG_MMD_CTY_23	Se o Cristal da Terra recuperar o brilho, a vida voltará à terra, e o verde às colinas e aos vales.
MSG_MMD_CTY_24	Guerreiros da Luz... aceitem nossos agradecimentos. A terra está voltando ao normal.
MSG_MMD_CTY_25	É uma lápide.
MSG_MMD_CTY_26	Restaurem a glória dos Cristais....
MSG_MAP01_01	Rubi estelar obtido.
MSG_LICH_01	Quem se dirige a mim?
MSG_LICH_02	Sou aquele que se alimenta do poder da terra.
