SPEAKER_01	???
MSG_KON_CTY_20	มีอยู่สิ่งหนึ่งที่ทำให้\nเจ้ายังไม่ได้เป็นนักรบ\nแห่งแสงที่ทรงเกียรติ\nอย่างแท้จริง...<P>\nเจ้าต้องมีชื่อเรียกที่\nสง่าผ่าเผยกว่านี้\nเจ้าคิดไว้บ้างรึยัง?<P>\nมังกรที่ออนรัคอาจจะ\nสามารถช่วยเจ้าเรื่องนี้ได้
MSG_KON_CTY_21	เจ้าเคยเข้าไปในปราสาท\nแห่งการทดสอบมาแล้ว\nแต่เจ้ายังไม่ได้ตรา\nแห่งผู้กล้ามาอีกหรือ?
MSG_KON_CTY_22	นี่เจ้าถือหางหนูไปมางั้นเหรอ?\nอืม ข้าว่าก็ยังดีกว่า\nเดินตัวเปล่าล่ะนะ<P>\nข้าว่าคงได้เวลาไปหา\nราชามังกรแล้วล่ะ
MSG_KON_CTY_23	จริง ๆ แล้วข้าคิดว่า\n"จันทร์เสี้ยว"น่ะไม่ได้\nหมายถึงดวงจันทร์หรอก<P>\nข้าสังหรณ์ว่ามันอาจจะ\nหมายถึงรูปร่างของน้ำ<P>\nรอบเมืองของทะเลสาบจันทร์\nเสี้ยว...แค่สังหรณ์นะ\nบอกก่อน
MSG_KON_CTY_24	ข้าคงบอกอะไรเจ้าไม่ได้\nมากไปกว่านี้แล้วล่ะ<P>\nการคืนแสงสู่ผลึกคริสตัล\nสักก้อนอาจทำให้บางอย่าง\nเกิดขึ้นก็ได้นะ
MSG_KON_CTY_25	พระราชาเชื่อมั่นในคำทำนาย\nของนักปราชญ์ลูคาน...<P>\n...ว่านักรบแห่งแสงจะมา\nช่วยเจ้าหญิง
MSG_KON_CTY_27	ได้โปรดช่วยชีวิตเจ้าหญิง\nซาร่าห์ด้วยเถิด!
MSG_KON_CTY_28	ว่ากันว่ามาโตย่าสายตา\nไม่ค่อยดี ถ้าไม่มีดวงตา\nผลึกก็จะมองไม่เห็น\nอะไรเลย
MSG_KON_CTY_29	เมื่อก่อนข้าเคยอาศัยอยู่\nในเมืองท่าเรือปราโวก้า<P>\nทางตะวันออกไกลโพ้น\nได้ยินว่าตอนนี้มันกลาย\nเป็นรังโจรสลัดไปแล้ว
MSG_KON_CTY_30	มันเป็นบ่อน้ำ เหมือนจะ\nไต่เข้าไปได้แต่จริง ๆ\nเข้าไปไม่ได้หรอก
MSG_KON_CTY_31	ลองดูเงาสะท้อนของเจ้าในน้ำสิ...<P>\nอี๋!มอมแมมมาก!\nใช้นี่ล้างหน้าซะ!
MSG_MAP0A01_10	พระราชากำลังตามหานักรบ\nแห่งแสงในคำทำนายอยู่<P>\nคะ คริสตัลนั่น!ท่านต้อง\nรีบไปพบพระราชา\nเดี๋ยวนี้เลย!
MSG_KON_INN_01	ข้ายินดีมากที่จะได้\nสอนเจ้าเกี่ยวกับอุปกรณ์\nเจ้าอยากฟังไหม?
MSG_KON_INN_02	อุปกรณ์แบ่งเป็นสองประเภท\nคืออาวุธและชุดเกราะ<P>\nการสวมใส่อาวุธจะช่วย\nเพิ่มพลังโจมตีได้<P>\nชุดเกราะมีสี่แบบคือโล่\nหมวก ถุงมือและเสื้อเกราะ<P>\nชุดเกราะทุกอย่างที่สวมใส่\nบนร่างกายรวมทั้งปลอกแขน\nจัดว่าเป็นเสื้อเกราะ\nทั้งหมด<P>\nโล่ใช้มือข้างหนึ่งถือ\nส่วนหมวกใช้สวมบนศีรษะ<P>\nอย่าลืมว่าอาวุธและ\nชุดเกราะที่เจ้าได้มา\nจะใช้ได้เมื่อเลือกสวมใส่\nจากเมนูหลัก<P>\nถ้าเลือก"ดีที่สุด" อาวุธ\nและชุดเกราะที่แข็งแกร่ง\nที่สุดจากในคลังของเจ้าจะ\nถูกเลือกมาใช้โดยอัตโนมัติ
MSG_KON_INN_03	ข้าจะอธิบายการใช้\nเวทมนตร์ให้ สนใจไหม?
MSG_KON_INN_04	เวทมนตร์แบ่งเป็นมนตร์ดำ\nกับมนตร์ขาว<P>\nมนตร์ขาวประกอบด้วยคาถา\nรักษาและป้องกัน ส่วนคาถา\nมนตร์ดำเป็นพวกการโจมตี<P>\nในแต่ละระดับของมนตร์ดำและ\nมนตร์ขาวจะมีคาถาที่\nต่างกันอยู่สี่คาถา<P>\nแต่ตัวละครจะเรียนรู้ได้\nแค่สามคาถาจากสี่คาถาในระดับ\nเวทมนตร์นั้น ๆ<P>\nเจ้าสามารถใช้คำสั่ง\n"ละทิ้ง" เพื่อลบความทรงจำ\nของคาถาที่เคยเรียนมาได้<P>\nถ้าเจ้าต้องการเรียนคาถา\nที่เคยละทิ้งไปแล้วใหม่\nก็สามารถทำได้<P>\nพยายามเลือกจับคู่คาถาที่\nเหมาะกับรูปแบบการต่อสู้\nของเจ้า
MSG_KON_INN_05	ถ้าอยากรู้เกียวกับไอเท็ม\nล่ะก็ เจ้ามาถามถูกคนแล้ว!\nไหน ๆ ก็มาแล้วลองฟังดูไหม?
MSG_KON_INN_06	ไม่เสียหายหรอกที่จะมี\nยาเสน่ห์ ยาถอนพิษ หรือ\nอะไรเทือกนั้นไว้เยอะ ๆ<P>\nสะสมไอเท็มไว้ล่วงหน้าจะ\nช่วยรักษามนตร์ของเจ้าไว้\nในเวลาที่เจ้าต้องการมัน<P>\nเอาล่ะ ต่อไปขอพูดถึง\nถุงนอน เต๊นท์ และ\nกระท่อมนะ?<P>\nไอเท็มทั้งสามอย่าง\nนี้จะช่วยฟื้น HP และ MP\nของเจ้าได้ แต่ใช้ได้แค่\nกลางแจ้งนะ<P>\nนอกจากไอเท็มดั้งเดิม\nพวกนี้แล้ว อุปกรณ์\nบางอย่างก็สามารถใช้เป็น\nไอเท็มได้<P>\nทางเดียวที่จะรู้ได้ว่า\nอุปกรณ์ใช้ได้หรือไม่คือ\nลองใช้ดู สำคัญที่การทดลอง<P>\nในการเดินทางของเจ้าจะได้\nเจอไอเท็มพิเศษที่เป็น\n"ไอเท็มสำคัญ"<P>\nไอเท็มสำคัญพวกนี้ บางอย่างจะ\nได้ผลเมื่อใช้ในสถานที่เฉพาะเท่านั้น
MSG_KON_INN_07	เจ้าอยากแวะพักสักหน่อย\nเพื่อฟังเรื่อง\nมอนสเตอร์ไหม?
MSG_KON_INN_08	มอนสเตอร์มีหลายประเภท\nซึ่งแต่ละประเภทก็มี\nจุดอ่อนต่างกันไป<P>\nการรู้จุดอ่อนของ\nมอนสเตอร์จะช่วยให้เจ้า\nได้เปรียบในการต่อสู้<P>\nอย่างเช่น มอนสเตอร์น้ำ\nจะแพ้ทางสายฟ้า<P>\nการใช้สายฟ้าใส่มอนสเตอร์\nพวกนี้จะทำให้เกิดดาเมจ\nที่สูงกว่าธาตุอื่นๆ<P>\nอาวุธบางอย่างจะมี\nประสิทธิภาพมากกว่า\nถ้าใช้กับมอนสเตอร์บางตัว
MSG_KON_CAS_01	ข้าคือเจนย์ ราชินีแห่ง\nคอร์เนเลีย ได้โปรด...\nช่วยลูกสาวข้า...ซาร่าห์\n\n...ให้กลับมาอย่างปลอดภัย\nด้วยเถิด
MSG_KON_CAS_02	ข้าไม่รู้จะขอบคุณท่าน\nยังไงที่ช่วยซาร่าห์\nออกมาได้
MSG_KON_CAS_03	พะ พี่สาว...\nข้าตะ ต้องการพบพะ พี่สาว!
MSG_KON_CAS_04	พี่สาวข้ากลับมาแล้ว!\nต้องขอบคุณพวกท่านมากๆ\nมาให้ข้าหอมแก้มซะดีๆ<P>\nจุ๊บ!
MSG_KON_CAS_05	พระราชากำลังตามหานักรบ\nแห่งแสงในคำทำนายอยู่<P>\nผะ ผลึกคริสตัลนั่น!\nหรือว่ามันจะเป็น...?
MSG_KON_CAS_06	ข้าได้รับมอบหมายหน้าที่\nสำคัญในการปกป้องปราสาท\nคอร์เนเลีย!<P>\nบอกตรง ๆ ข้ากังวล\nอยู่นิดหน่อย
MSG_KON_CAS_07	ราชินีทรงเสียพระทัยมาก\nทรงขังตัวเองอยู่ในห้อง\nอย่าไปรบกวนพระองค์เลย
MSG_KON_CAS_08	นะ... นักรบแห่งแสง!\nขอบคุณจริง ๆ ที่ช่วย\nเจ้าหญิงซาร่าห์ไว้!
MSG_KON_CAS_09	ได้โปรด\nช่วยเจ้าหญิงซาร่าห์ด้วย!
MSG_KON_CAS_10	ท่านคือ...นักรบแห่งแสง?\nตามคำทำนายของลูคาน?
MSG_KON_CAS_11	ครั้งหนึ่งการ์แลนด์\nเคยเป็นอัศวินที่ยิ่งใหญ่\nที่สุดในอาณาจักร<P>\nแต่พลังกลืนกินเขา\nจนเขาสูญเสียความเป็น\nตัวของตัวเองไป
MSG_KON_CAS_12	ลูตที่สวยงามตกทอดมา\nหลายรุ่นสู่เจ้าหญิงแห่ง\nคอร์เนเลียนั้น ว่ากันว่า\n\nมีพลังพิเศษที่สามารถทำลาย\nประตูอสูรได้
MSG_KON_CAS_13	บรรพบุรุษของพวกเรา\nเก็บซ่อนอาวุธไว้ใน\nคลังสมบัติแห่งนี้\nเมื่อสี่ร้อยปีก่อน...<P>\nและฝากกุญแจไว้ที่\nราชาเอลฟ์จนกว่านักรบ\nแห่งแสงจะปรากฏ
MSG_KON_CAS_14	คลังสมบัติถูกปิดล็อกด้วย\nกุญแจลับ
MSG_KON_CAS_16	ถึงเวลาใช้กุญแจนั่น\nเปิดประตูแล้ว!<P>\nอุปกรณ์ในนั้นต้อง\nช่วยท่านได้แน่!
MSG_KON_CAS_17	ในที่สุดนักรบแห่งแสงก็มา!\nเรารอคอยวันนี้มานาน\nเท่าไหร่แล้วนี่!<P>\nการ์แลนด์ไม่ใช่คนที่\nข้าเคยรู้จักอีกแล้ว...<P>\nได้โปรดเถิด ช่วยซาร่าห์\nออกมาโดยเร็ว!
MSG_KON_CAS_18	ซาร่าห์คิดถึงท่านอยู่เสมอ
MSG_KON_CAS_20	ถ้าท่านต้องการ...ท่านก็\nอยู่ที่คอร์เนเลียได้...<P>\nมะ ไม่มีอะไรหรอก<P>\nท่านควรเตรียมพร้อมสำหรับ\nการเดินทางเพื่อนำแสงสว่าง\nกลับคืนสู่ผลึกคริสตัล!
MSG_KON_CAS_23	มีรายงานว่าการ์แลนด์พา\nเจ้าหญิงหนีไปทางเหนือ!\nไปยังวิหารคาออส!
MSG_KON_CAS_25	สาวนักเต้นรำในเมือง\nมีข้อมูลมากมาย<P>\nถ้าท่านเกิดหลงทาง ก็ลอง\nเข้าไปคุยกับนางดู\nนางอาจจะรู้อะไรที่ช่วย\nให้ท่านกลับเข้าเส้นทางได้
MSG_KON_CAS_26	ท่านได้ผงไนโตร
MSG_EKKEN_01	พระราชากำลังตามหานักรบ\nแห่งแสงในคำทำนายอยู่<P>\nคริสตัลนั่น! ท่านต้องรีบ\nไปพบพระราชาเดี๋ยวนี้เลย!
MSG_EKKEN_02	ยินดีต้อนรับนักเดินทาง\nจริงรึเปล่าที่พวกท่านมี\nผลึกคริสตัล?
MSG_EKKEN_03	เป็นไปตามคำทำนายของลูคาน\nที่ว่า "เมื่อความมืด\nเข้าครอบงำโลก นักรบ\nแห่งแสงทั้งสี่จะปรากฏ"
MSG_EKKEN_04	แต่เราไม่อาจแน่ใจว่า\nท่านเหล่านี้จะเป็นนักรบ\nตามคำนายจริงหรือไม่
MSG_EKKEN_05	แต่พวกเขามีผลึกคริสตัล\nอยู่ด้วย มันไม่น่าเป็น\nความบังเอิญนะ<P>\nท่านผู้ถือครองคริสตัล\nทั้งหลาย ข้ามีเรื่องอยาก\nจะขอร้องท่าน<P>\nท่านจะช่วยเจ้าหญิงซาร่าห์\nลูกสาวของข้าได้ไหม?
MSG_EKKEN_06	การ์แลนด์ที่เคยเป็นอัศวิน\nรับใช้พระราชาได้ลักพาตัว\nเจ้าหญิงไป<P>\nข้าขอร้องแทนองค์ราชา\nแห่งคอร์เนเลีย<P>\nการ์แลนด์ซ่อนตัวอยู่ที่\nวิหารคาออสทางทิศเหนือ<P>\nพวกเราเองก็พยายามเต็มที่\nเพื่อช่วยเจ้าหญิง...<P>\nแต่การ์แลนด์เป็นนักดาบ\nที่เก่งที่สุดในอาณาจักร\nที่ยังหาผู้ใดเทียบไม่ได้
MSG_EKKEN_07	ข้าได้ยินว่าพวกท่านตั้งใจ\nจะเดินทางไปยัง\nดินแดนทางเหนือ<P>\nแต่สะพานที่ทอดไปทางเหนือ\nถูกตัดขาดนานมาแล้วจึง\nข้ามผ่านไปไม่ได้<P>\nถ้าท่านช่วยซาร่าห์ได้\nข้าจะสร้างสะพานให้\nเป็นการตอบแทน<P>\nไปเถิด เหล่านักรบแห่งแสง\nอย่าทำให้ข้าผิดหวัง!
MSG_HELPSERA_04	ขอบคุณที่ช่วยเจ้าหญิง\nกลับมาหาข้า<P>\nท่านคือเหล่านักรบแห่งแสง\nตามคำทำนายของลูคาน\nไม่ผิดแน่!<P>\nอะแฮ่ม  ข้าควรบอกให้\nท่านรู้คำทำนายทั้งหมด...<P>\n"เมื่อความมืดครอบงำโลก\nนักรบแห่งแสงทั้งสี่\nจะปรากฏ"<P>\nหากท่านรวบรวมสะเก็ด\nแห่งแสงไม่ได้ ความมืดก็จะ\nกลืนกินทุกสิ่ง<P>\n"ผลึกคริสตัลทั้งสี่จะไม่\nสามารถส่องแสงได้อีก..."<P>\nแต่ตอนนี้ข้าได้ยินว่าจะหา\nคริสตัลได้ใน\nดินแดนทางเหนือ<P>\nการนำแสงสว่างกลับคืนสู่\nผลึกคริสตัลอีกครั้ง\nเป็นทางเดียวที่จะกำจัด\nปีศาจร้ายออกไปจากโลกนี้!
MSG_HELPSERA_05	ข้าจะสร้างสะพานไปยัง\nดินแดนทางเหนืออีกครั้ง\nตามสัญญา<P>\nข้าขอภาวนาให้ท่านนำ\nแสงสว่างกลับสู่ผลึก\nคริสตัลทั้งสี่และโลกนี้\nได้สำเร็จ
MSG_LUTE_01	กรุณารอสักครู่!
MSG_LUTE_02	ลูตชิ้นนี้ตกทอดสู่\nเจ้าหญิงแห่งคอร์เนเลีย\nมาหลายรุ่น<P>\nการ์แลนด์จับตัวข้าไป\nพร้อมกับลูตชิ้นนี้<P>\nข้าอยากให้ท่านเก็บเอาไว้\nเผื่อมันจะเป็นประโยชน์ใน\nการเดินทางของท่าน
MSG_LUTE_03	ท่านได้ลูต
MSG_CHS_01	กี้! กี้!
MSG_CHS_02	พลังที่ปีศาจทั้งสี่ดูดซับ\nจากผลึกคริสตัลถูกส่ง\nกลับไปยังอดีตโดยคริสตัล\nแห่งความมืด<P>\nตัวการที่บิดเบือนแสงอัน\nสวยงามของคริสตัลไปคือ\nสิ่งที่พวกเราตามหามาตลอด<P>\nรากเหง้าแห่งความชั่วร้าย\nทั้งปวงรอคอยเจ้า\nอยู่เบื้องหน้าแล้ว
MSG_CHS_03	คริสตัลแห่งความมืดส่องแสง\nอย่างน่าสะพรึงกลัว\nอากาศภายในห้อง\nเริ่มเปลี่ยนแปลงและ\nผิดเพี้ยนอยู่แปลก ๆ
MSG_CHS_04	ประตูล็อกอยู่
MSG_CHS_06	แสงนั่น...แสงสว่างทั้งสี่\nที่เราตามหากันมานาน!<P>\nแสงสว่างนั่นจะช่วยเปิด\nประตูแห่งกาลเวลา!<P>\nประตูจะนำท่านย้อนไปในอดีต\nเมื่อสองพันปีก่อน ไปยัง\nจุดเริ่มต้นของกาลวัฏจักร
MSG_CHS_08	สาดแสงสว่างของคริสตัล\nทั้งสี่ไปที่คริสตัลแห่ง\nความมืดตรงใจกลางวิหาร!<P>\nเพื่อเปิดประตูแห่งการเวลา\nสู่วิหารนี้เมื่อ\nสองพันปีก่อน
MSG_CHS_10	พวกเราคือผู้ที่มาจากฟากฟ้า<P>\nเรามาที่วิหารนี้เพื่อ\nสืบหาสาเหตุของ\nการล่มสลายของโลก<P>\nซึ่งเป็นเรื่อง\nเมื่อสี่ร้อยปีก่อน...
MSG_CHS_12	คำสาปปีศาจทำให้เรา\nกลายร่างเป็นแบบนี้\nและทำให้เราพูดไม่ได้<P>\nแสงสว่างของคริสตัลทำให้\nเรากลับมาพูดได้อีกครั้ง!
MSG_CHS_14	ประตูนี้ถูกปิดล็อก\nด้วยกุญแจลับ
MSG_FUSION_01	ท่านต้องรวมแสงของคริสตัล\nที่ส่องสว่างทั้งสี่ ดิน\nน้ำ ลมและไฟ ไปที่คริสตัล\nแห่งความมืด<P>\nกระแสแห่งเวลาจะแกว่งและ\nห้วงเวลาจะเริ่มบิดเบี้ยว!<P>\nแค่ก้าวไปข้างหน้า ท่านก็\nจะเดินทางย้อนกลับไป\nเมื่อสองพันปีก่อน!
MSG_HELPSERA_01	พระราชาไม่มีทางเลือก\nนอกจากจะแลกอาณาจักรกับ\nชีวิตของเจ้าหญิง\nคอร์เนเลียจะตกเป็นของข้า!
MSG_HELPSERA_02	นั่นใคร!?<P>\nหืม พวกสุนัขรับใช้ของ\nพระราชาสินะ รู้รึเปล่าว่า\nกำลังเล่นอยู่กับใคร?<P>\nคิดจะประลองดาบกับข้า\nจริงน่ะรึ? ดี...\nข้า การ์แลนด์\nจะฆ่าพวกเจ้าให้หมด!!!
MSG_HELPSERA_03	ทะ...ท่านมาช่วยข้าหรือ?<P>\nข้าคือซาร่าห์ เจ้าหญิง\nแห่งคอร์เนเลีย ข้าไม่รู้\nจะขอบคุณท่านยังไงดี...<P>\nเป็นครั้งแรกที่มีคนสามารถ\nเอาชนะการ์แลนด์ได้<P>\nขอให้ข้าได้แสดงความ\nขอบคุณท่าน ได้โปรดไป\nปราสาทคอร์เนเลียกับข้า
MSG_LAST_01	ยังจำข้าได้รึเปล่า?\nข้าเคยเป็นอัศวินแห่ง\nคอร์เนเลียที่มีผู้คน\nรู้จักมากที่สุด
MSG_LAST_02	อีกสองพันปีข้างหน้า...\nเจ้าฆ่าข้า\nข้าคือการ์แลนด์
MSG_LAST_03	ใช่ เจ้าล้มข้าได้จริง ๆ<P>\nแต่พลังอันยิ่งใหญ่ทั้งสี่\nช่วยข้าไว้โดยส่งข้า\nข้ามเวลากลับมา!
MSG_LAST_04	ข้ามาที่นี่และได้ส่ง\nปีศาจทั้งสี่ไปยังอนาคต...
MSG_LAST_05	...ที่ซึ่งพวกมันจะได้ใช้\nพลังอันยิ่งใหญ่ทั้งสี่\nส่งข้ากลับสู่อดีตอีกครั้ง!
MSG_LAST_06	สองพันปี ข้าคงจะไม่สามารถ\nจดจำเรื่องเหล่านี้ได้
MSG_LAST_07	แต่ข้าจะกลับมา\nที่นี่อีกครั้ง<P>\nถึงแม้ว่าพวกเจ้าจะตายไป\nอีกสักกี่ครั้งแต่ข้า\nก็จะกลับมา!<P>\nกลับมาเกิดอีกครั้งใน\nวัฏจักรไร้สิ้นสุดที่ข้า\nสร้างขึ้นมา!
MSG_BRIDGE_01	พระราชารับสั่ง เราต้อง\nปฎิบัติภารกิจเพื่อให้\nเป็นไปตามคำทำนายของลูคาน!
MSG_BRIDGE_02	สะพานแห่งนี้เกี่ยวข้อง\nอะไรกับคำทำนาย?
MSG_BRIDGE_03	นักรบแห่งแสงทั้งสี่\nอยู่ที่นี่แล้ว...พวกเขา\nอยู่ที่คอร์เนเลียแล้ว!
MSG_PRL_01	และแล้วภารกิจ\nก็ได้เริ่มต้นขึ้น\n\nนักรบแห่งแสงทั้งสี่\nรู้สึกได้ถึงภาระ\nอันยิ่งใหญ่ ที่โชคชะตา\nกำหนดไว้เบื้องหน้า\n\nพวกเขาไม่รู้ความสำคัญ\nที่แท้จริงของผลึกคริสตัล\nในมือตนด้วยซ้ำ...\n\nผลึกคริสตัลที่ครั้งหนึ่ง\nเมื่อนานมาแล้วเคยส่องแสง\nสว่างเรืองรอง\n\nการเดินทางของพวกเขา\nมาถึงแล้ว\n\nเวลาที่จะขจัดความมืด\nที่ปกคลุมและนำโลกเข้าสู่\nแสงสว่างอีกครั้ง
MSG_SHIP_01	เจ้ากล้าดียังไงมาขวางทาง\nบิ๊กเก้โจรสลัดผู้ยิ่งใหญ่!\nเด็กๆจัดการพวกมันซะ!
MSG_SHIP_02	โอเคกัปตัน! เราจะป่น\nกระดูกของมันให้แหลกเลย!
MSG_SHIP_03	ข้าขอโทษด้วยเจ้านายน้อย\nข้าจะไม่สร้างปัญหาอีกแล้ว\nข้าสาบาน<P>\nข้าอยากให้ท่านเอาเรือ\nข้าไปเพื่อเป็นการขอโทษ\nท่านจะยกโทษให้โจรสลัดแก่ๆ\nอย่างข้าได้มั้ย?
MSG_SHIP_04	ท่านได้เรือ
MSG_PBK_01	ช่วยพวกเราด้วย!
MSG_PBK_02	ในทะเลอัลเดียน\nมีมอนสเตอร์เต็มไปหมด\nระวังให้ดี!
MSG_PBK_03	พวกโจรสลัดเฮงซวยเอ๊ย!\nมันแย่งชิงและปล้นไปทั่ว\nอย่างกับว่ามันเป็น\nเจ้าของเมืองนี้!
MSG_PBK_04	ข้าไม่คิดว่าทางเหนือ\nจะมีท่าเรืออื่นอีก อย่าลืมว่า\nเรือสามารถเข้าเทียบได้\nแค่ท่าเรือเท่านั้นรู้มั้ย
MSG_PBK_05	ข้าเปลี่ยนใจแล้ว<P>\nข้าจะลงหลักปักฐานและ\nจะเป็นคนที่ทำงานหนัก\nที่สุดในเมืองนี้<P>\nเจ้าเชื่อข้าใช่มั้ย?
MSG_PBK_06	เป็นเพราะพวกท่าน เราถึง\nไม่ต้องกลัวพวกโจรสลัด\nอีกต่อไป!<P>\nขอบคุณมาก!
MSG_PBK_07	เขาเล่ากันว่ามีพวกเอลฟ์\nอยู่อีกฟากหนึ่งของทะเล!<P>\nแต่เจ้าชายแห่งเอลฟ์\nหลับไหลไม่ตื่นมานานแล้ว...
MSG_PBK_08	ข้าหนีมาจากเมลมอนด์เมือง\nอันห่างไกลทางตะวันตก<P>\nมันเป็นภาพที่น่าเวทนามาก\n... ผืนดินเสื่อมโทรมและ\nมอนสเตอร์ออกอาละวาด\nยามค่ำคืน<P>\nท่านช่วยอะไร\nไม่ได้เลยหรือ?
MSG_PBK_09	พวกเจ้ากำลังทำอะไรกัน\nที่นี่? เจ้าไม่ได้กำลังจะ\nหาเรื่องกับบิ๊กเก้ใช่ไหม?
MSG_ELF_CAS_01	คำสาปของอัสโทสทำให้\nเจ้าชายของเรากลายเป็น\nเจ้าชายนิทรา<P>\nได้โปรด ท่านจะไม่ช่วย\nเจ้าชายผู้หลับใหล\nของพวกเราหรือ?
MSG_ELF_CAS_02	สัตว์ร้ายตนหนึ่งอาศัยอยู่\nในถ้ำทางตะวันตก<P>\nข้าเพิ่งจะรู้ว่าผืนดินที่\nกำลังผุพังอยู่นี้\nเป็นฝีมือของมัน
MSG_ELF_CAS_04	เราชาวเอลฟ์เป็นผู้พิทักษ์\nกุญแจ เมื่อนักรบแห่งแสง\nมาถึงเราจะมอบมัน\nให้กับพวกเขา
MSG_ELF_CAS_05	ข้าได้ยินเรื่องของแม่มด\nที่สามารถปรุงยาต่างๆ\nได้ทุกชนิด<P>\nรู้สึกว่า...นางจะมีนามว่า\nมาโตย่า
MSG_ELF_CAS_06	เจ้าพอจะมียาคืนสติไหม?\nมันอาจจะช่วยปลุกเจ้าชายขึ้นมาได้!
