MSG_JOB_NAME_01	전사
MSG_MAGIC_NAME_58	<IC_BMGC>브레이크
MSG_MAGIC_NAME_59	<IC_BMGC>세이버
MSG_MAGIC_NAME_60	<IC_BMGC>블라인
MSG_MAGIC_NAME_61	<IC_BMGC>플레어
MSG_MAGIC_NAME_62	<IC_BMGC>스톱
MSG_MAGIC_NAME_63	<IC_BMGC>데존
MSG_MAGIC_NAME_64	<IC_BMGC>킬
MSG_MAG_INF_01	아군 한 명의 HP를 약간 회복한다.
MSG_MAG_INF_02	언데드 전체에게 피해를 준다.
MSG_MAG_INF_03	아군 한 명의 방어력이 상승한다.
MSG_MAG_INF_04	자신의 회피율이 상승한다.
MSG_MAG_INF_05	아군 한 명의 실명 상태를 치료한다.
MSG_MAG_INF_06	적 전체를 침묵 상태로 만든다.
MSG_MAG_INF_07	아군 전원의 번개 피해를 절반으로 줄인다.
MSG_MAG_INF_08	아군 한 명의 회피율이 상승한다.
MSG_MAG_INF_09	아군 한 명의 HP를 회복한다.
MSG_MAG_INF_10	언데드 전체에게 피해를 준다.
MSG_MAG_INF_11	아군 전원의 화염 피해를 절반으로 줄인다.
MSG_MAG_INF_12	아군 전원의 HP를 회복한다.
MSG_MAG_INF_13	아군 한 명의 중독 상태를 치료한다.
MSG_MAG_INF_14	적 전체에게 공포심을 주어 쫓아낸다.
MSG_MAG_INF_15	아군 전원의 냉기 피해를 절반으로 줄인다.
MSG_MAG_INF_16	아군 한 명의 침묵 상태를 치료한다.
MSG_MAG_INF_17	아군 한 명의 HP를 회복한다.
MSG_MAG_INF_18	아군 한 명의 전투 불능 상태를 치료한다.
MSG_MAG_INF_19	언데드 전체에게 피해를 준다.
MSG_MAG_INF_20	아군 전원의 HP를 회복한다.
MSG_MAG_INF_21	아군 한 명의 석화 상태를 치료한다.
MSG_MAG_INF_22	던전 등에서 즉시 탈출한다.
MSG_MAG_INF_23	아군 전원의 방어력이 상승한다.
MSG_MAG_INF_24	아군 전원의 회피율이 상승한다.
MSG_MAG_INF_25	아군 한 명의 HP를 완전히 회복하고 일부 상태 이상을 치료한다.
MSG_MAG_INF_26	언데드 전체에게 피해를 준다.
MSG_MAG_INF_27	아군 전원을 대상으로 즉사 공격에 대한 방어를 강화한다.
MSG_MAG_INF_28	아군 전원의 HP를 회복한다.
MSG_MAG_INF_29	아군 한 명의 전투 불능 상태를 회복하고 HP를 완전히 회복한다.
MSG_MAG_INF_30	적 전체에게 신성한 빛으로 피해를 준다.
MSG_MAG_INF_31	아군 한 명이 입는 모든 마법 피해를 절반으로 줄인다.
MSG_MAG_INF_32	적 한 체의 마법 방어를 해제한다.
MSG_MAG_INF_33	적 한 체에게 화염으로 피해를 준다.
MSG_MAG_INF_34	적 전체를 잠재운다.
MSG_MAG_INF_35	적 한 체를 잘 보이게 하여 회피율을 낮춘다.
MSG_MAG_INF_36	적 한 체에게 번개로 피해를 준다.
MSG_MAG_INF_37	적 한 체에게 냉기로 피해를 준다.
MSG_MAG_INF_38	적 전체를 실명시킨다.
MSG_MAG_INF_39	아군 한 명의 공격력이 상승한다.
MSG_MAG_INF_40	적 전체의 움직임을 느리게 하여 공격 횟수를 줄인다.
MSG_MAG_INF_41	적 전체에게 화염으로 피해를 준다.
MSG_MAG_INF_42	적 한 체를 마비시킨다.
MSG_MAG_INF_43	적 전체에게 번개로 피해를 준다.
MSG_MAG_INF_44	적 전체를 잘 보이게 하여 회피율을 낮춘다.
MSG_MAG_INF_45	적 한 체를 잠재운다.
MSG_MAG_INF_46	아군 한 명의 움직임을 빠르게 하여 공격 횟수를 두 배로 늘린다.
MSG_MAG_INF_47	적 전체의 마음을 어지럽혀 혼란시킨다.
MSG_MAG_INF_48	적 전체에게 냉기로 피해를 준다.
MSG_MAG_INF_49	적 전체에게 화염으로 피해를 준다.
MSG_MAG_INF_50	적 전체에게 독안개를 분사하여 즉사시킨다.
MSG_MAG_INF_51	한 층 전으로 돌아갈 수 있다.
MSG_MAG_INF_52	적 한 체의 움직임을 느리게 하여 공격 횟수를 줄인다.
MSG_MAG_INF_53	적 전체에게 번개로 피해를 준다.
MSG_MAG_INF_54	적 한 체를 즉사시킨다.
MSG_MAG_INF_55	적 전체를 삼키는 지진을 일으킨다.
MSG_MAG_INF_56	적 한 체를 마비시킨다.
MSG_MAG_INF_57	적 전체에게 냉기로 피해를 준다.
MSG_MAG_INF_58	적 한 체를 석화시킨다.
MSG_MAG_INF_59	자신의 공격력과 명중률이 상승한다.
MSG_MAG_INF_60	적 한 체를 실명시킨다.
MSG_MAG_INF_61	적 전체에게 빛과 고열로 피해를 준다.
MSG_MAG_INF_62	적 전체의 시간을 멈춰 마비시킨다.
MSG_MAG_INF_63	적 전체를 다른 차원으로 보낸다.
MSG_MAG_INF_64	적 한 체를 즉사시킨다.
MSG_ITEM_NAME_01	<IC_DRAG>포션
MSG_ITEM_NAME_02	<IC_BAG>해독제
MSG_ITEM_NAME_03	<IC_BAG>금침
MSG_ITEM_NAME_04	<IC_TENTO>침낭
MSG_ITEM_NAME_05	<IC_TENTO>텐트
MSG_ITEM_NAME_06	<IC_TENTO>코티지
MSG_ITEM_NAME_07	<IC_DRAG>하이 포션
MSG_ITEM_NAME_08	<IC_DRAG>엑스 포션
MSG_ITEM_NAME_09	<IC_DRAG>에테르
MSG_ITEM_NAME_11	<IC_DRAG>에테르 드라이
MSG_ITEM_NAME_12	<IC_DRAG>엘릭서
MSG_ITEM_NAME_14	<IC_BAG>피닉스의 깃털
MSG_ITEM_NAME_15	<IC_BAG>만능약
MSG_ITEM_NAME_16	<IC_BAG>안약
MSG_ITEM_NAME_17	<IC_BAG>메아리풀
MSG_ITEM_NAME_39	<IC_BAG>힘의 약
MSG_ITEM_NAME_40	<IC_BAG>거인의 약
MSG_ITEM_NAME_42	<IC_BAG>프로테스 물약
MSG_ITEM_NAME_43	<IC_BAG>스피드 물약
MSG_ITEM_INF_01	HP 50 회복
MSG_ITEM_INF_02	중독 상태 치료
MSG_ITEM_INF_03	석화 상태 치료
MSG_ITEM_INF_04	전원의 HP 약간 회복.\n필드에서 사용 가능
MSG_ITEM_INF_05	전원의 HP 및 MP 약간 회복.\n필드에서 사용 가능
MSG_ITEM_INF_06	전원의 HP 및 MP 완전 회복.\n필드에서 사용 가능
MSG_ITEM_INF_07	HP 150 회복
MSG_ITEM_INF_08	HP 완전 회복
MSG_ITEM_INF_09	마법 Lv.마다 MP 1 회복
MSG_ITEM_INF_11	마법 Lv.마다 MP 5 회복
MSG_ITEM_INF_12	HP 및 MP 완전 회복
MSG_ITEM_INF_14	전투 불능 상태 치료
MSG_ITEM_INF_15	전투 불능과 석화를 제외한 상태 이상 치료
MSG_ITEM_INF_16	실명 상태 치료
MSG_ITEM_INF_17	침묵 상태 치료
MSG_ITEM_INF_39	전투 중 일시적으로 '공격력' 상승
MSG_ITEM_INF_40	전투 중 일시적으로 '최대 HP' 상승
MSG_ITEM_INF_42	전투 중 일시적으로 '방어력' 상승
MSG_ITEM_INF_43	전투 중 일시적으로 '민첩성' 상승
MSG_WEAPON_NAME_01	<IC_NIF>나이프
MSG_WEAPON_NAME_02	<IC_WND>지팡이
MSG_WEAPON_NAME_03	<IC_WND>치유의 지팡이
MSG_WEAPON_NAME_04	<IC_NIF>대거
MSG_WEAPON_NAME_05	<IC_HMR>해머
MSG_WEAPON_NAME_06	<IC_SRD>레이피어
MSG_WEAPON_NAME_07	<IC_KTN>시미터
MSG_WEAPON_NAME_08	<IC_NIF>미스릴 나이프
MSG_WEAPON_NAME_09	<IC_NCK>쌍절곤
MSG_WEAPON_NAME_10	<IC_WND>힘의 지팡이
MSG_WEAPON_NAME_11	<IC_HMR>미스릴 해머
MSG_WEAPON_NAME_12	<IC_WND>마법 지팡이
MSG_WEAPON_NAME_13	<IC_SRD>사브르
MSG_WEAPON_NAME_14	<IC_WND>석장
MSG_WEAPON_NAME_15	<IC_KTN>펄션
MSG_WEAPON_NAME_16	<IC_SRD>브로드소드
MSG_WEAPON_NAME_17	<IC_WND>마도사의 지팡이
MSG_WEAPON_NAME_18	<IC_NCK>철 쌍절곤
MSG_WEAPON_NAME_19	<IC_AX>배틀 액스
MSG_WEAPON_NAME_20	<IC_SRD>룬 블레이드
MSG_WEAPON_NAME_21	<IC_SRD>웨어 버스터
MSG_WEAPON_NAME_22	<IC_HMR>토르의 해머
MSG_WEAPON_NAME_23	<IC_SRD>웜 킬러
MSG_WEAPON_NAME_24	<IC_SRD>산호검
MSG_WEAPON_NAME_25	<IC_SRD>롱소드
MSG_WEAPON_NAME_26	<IC_SRD>그레이트 소드
MSG_WEAPON_NAME_27	<IC_AX>그레이트 액스
MSG_WEAPON_NAME_28	<IC_SRD>레이즈 사브르
MSG_WEAPON_NAME_29	<IC_CLW>고양이 발톱
MSG_WEAPON_NAME_30	<IC_SRD>미스릴 소드
MSG_WEAPON_NAME_31	<IC_SRD>샤프 소드
MSG_WEAPON_NAME_32	<IC_AX>미스릴 액스
MSG_WEAPON_NAME_33	<IC_SRD>플레임 소드
MSG_WEAPON_NAME_34	<IC_AX>라이트 액스
MSG_WEAPON_NAME_35	<IC_SRD>아이스 브랜드
MSG_WEAPON_NAME_36	<IC_SRD>디펜더
MSG_WEAPON_NAME_37	<IC_SRD>선 블레이드
MSG_WEAPON_NAME_38	<IC_KTN>사스케의 칼
MSG_WEAPON_NAME_39	<IC_SRD>엑스칼리버
MSG_WEAPON_NAME_40	<IC_KTN>마사무네
MSG_WEAPON_INF_01	소형 나이프
MSG_WEAPON_INF_02	나무로 만든 지팡이
MSG_WEAPON_INF_03	사용 시 '힐' 효과를 내는 지팡이
MSG_WEAPON_INF_04	대형 나이프
MSG_WEAPON_INF_05	전투용 해머
MSG_WEAPON_INF_06	날이 가는 검
MSG_WEAPON_INF_07	날이 휜 검
MSG_WEAPON_INF_08	미스릴로 만든 나이프
MSG_WEAPON_INF_09	나무로 만든 쌍절곤
MSG_WEAPON_INF_10	공격력이 높은 지팡이
MSG_WEAPON_INF_11	미스릴로 만든 해머
MSG_WEAPON_INF_12	사용 시 '파이라' 효과를 내는 지팡이
MSG_WEAPON_INF_13	찌르기에 특화된 날이 긴 검
MSG_WEAPON_INF_14	끝에 철제 고리가 달린 지팡이
MSG_WEAPON_INF_15	날 끝으로 갈수록 폭이 넓어지는 검
MSG_WEAPON_INF_16	폭이 넓은 양날검
MSG_WEAPON_INF_17	사용 시 '컨퓨' 효과를 내는 지팡이
MSG_WEAPON_INF_18	철로 만든 쌍절곤
MSG_WEAPON_INF_19	전투용 도끼
MSG_WEAPON_INF_20	마법 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_21	야수 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_22	사용 시 '선더라' 효과를 내는 해머
MSG_WEAPON_INF_23	드래곤 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_24	수생 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_25	크기가 큰 양날검
MSG_WEAPON_INF_26	거인 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_27	커다란 전투용 도끼
MSG_WEAPON_INF_28	사용 시 '클라우다' 효과를 내는 사브르
MSG_WEAPON_INF_29	예리한 고품질의 나이프
MSG_WEAPON_INF_30	미스릴로 만든 검
MSG_WEAPON_INF_31	예리한 언월도
MSG_WEAPON_INF_32	미스릴로 만든 전투용 도끼
MSG_WEAPON_INF_33	화염의 힘을 담은 검
MSG_WEAPON_INF_34	언데드 종족을 상대할 때 유용한 도끼.\n사용 시 '아디아' 효과
MSG_WEAPON_INF_35	냉기의 힘을 담은 검
MSG_WEAPON_INF_36	사용 시 '블링크' 효과를 내는 검
MSG_WEAPON_INF_37	언데드 종족을 상대할 때 유용한 검
MSG_WEAPON_INF_38	작은 닌자용 칼
MSG_WEAPON_INF_39	전설의 금속을 가공하여 만든 최고급 검.\n모든 속성의 힘을 담아서 모든 종족에게 효과 발휘
MSG_WEAPON_INF_40	전설 속의 최강검
MSG_ARMOR_NAME_01	<IC_CLTH>옷
MSG_ARMOR_NAME_02	<IC_ARMOR>가죽 갑옷
MSG_ARMOR_NAME_03	<IC_RING>구리 팔찌
MSG_ARMOR_NAME_04	<IC_ARMOR>체인 메일
MSG_ARMOR_NAME_05	<IC_RING>은 팔찌
MSG_ARMOR_NAME_06	<IC_ARMOR>미스릴 메일
MSG_ARMOR_NAME_07	<IC_ARMOR>철 갑옷
MSG_ARMOR_NAME_08	<IC_CLTH>흰 로브
MSG_ARMOR_NAME_09	<IC_CLTH>검은 로브
MSG_ARMOR_NAME_10	<IC_RING>루비 팔찌
MSG_ARMOR_NAME_11	<IC_ARMOR>나이트 갑옷
MSG_ARMOR_NAME_12	<IC_ARMOR>플레임 메일
MSG_ARMOR_NAME_13	<IC_ARMOR>아이스 아머
MSG_ARMOR_NAME_14	<IC_RING>다이아몬드 팔찌
MSG_ARMOR_NAME_15	<IC_ARMOR>다이아몬드 아머
MSG_ARMOR_NAME_16	<IC_ARMOR>드래곤 메일
MSG_ARMOR_NAME_17	<IC_SHIELD>가죽 방패
MSG_ARMOR_NAME_18	<IC_SHIELD>버클러
MSG_ARMOR_NAME_19	<IC_SHIELD>철 방패
MSG_ARMOR_NAME_20	<IC_SHIELD>수호의 망토
MSG_ARMOR_NAME_21	<IC_SHIELD>미스릴 방패
MSG_ARMOR_NAME_22	<IC_SHIELD>화염의 방패
MSG_ARMOR_NAME_23	<IC_SHIELD>아이스 실드
MSG_ARMOR_NAME_24	<IC_SHIELD>다이아몬드 실드
MSG_ARMOR_NAME_25	<IC_SHIELD>이지스의 방패
MSG_ARMOR_NAME_26	<IC_GLOV>가죽 장갑
MSG_ARMOR_NAME_27	<IC_GLOV>청동 팔 보호대
MSG_ARMOR_NAME_28	<IC_GLOV>강철 팔 보호대
MSG_ARMOR_NAME_29	<IC_GLOV>미스릴 팔 보호대
MSG_ARMOR_NAME_30	<IC_GLOV>건틀릿
MSG_ARMOR_NAME_31	<IC_GLOV>거인의 팔 보호대
MSG_ARMOR_NAME_32	<IC_GLOV>다이아몬드 팔 보호대
MSG_ARMOR_NAME_33	<IC_GLOV>수호의 반지
MSG_ARMOR_NAME_34	<IC_HEAD>가죽 모자
MSG_ARMOR_NAME_35	<IC_HEAD>리본
MSG_ARMOR_NAME_36	<IC_HEAD>투구
MSG_ARMOR_NAME_37	<IC_HEAD>대형 투구
MSG_ARMOR_NAME_38	<IC_HEAD>미스릴 투구
MSG_ARMOR_NAME_39	<IC_HEAD>치유의 투구
MSG_ARMOR_NAME_40	<IC_HEAD>다이아몬드 투구
MSG_ARMOR_INF_01	천으로 만든 옷
MSG_ARMOR_INF_02	가죽으로 만든 갑옷
MSG_ARMOR_INF_03	구리를 가공하여 만든 팔찌
MSG_ARMOR_INF_04	사슬을 엮어 만든 갑옷
MSG_ARMOR_INF_05	은을 가공하여 만든 팔찌
MSG_ARMOR_INF_06	미스릴 사슬을 엮어 만든 갑옷
MSG_ARMOR_INF_07	얇은 철판을 가공하여 만든 갑옷
MSG_ARMOR_INF_08	화염과 즉사 방어를 강화하는 로브.\n사용 시 '인비아' 효과
MSG_ARMOR_INF_09	냉기와 시공 방어를 강화하는 로브.\n사용 시 '블리자라' 효과
MSG_ARMOR_INF_10	루비 장식이 달린 팔찌
MSG_ARMOR_INF_11	강철판을 가공하여 만든 갑옷
MSG_ARMOR_INF_12	화염의 힘을 두른 갑옷.\n냉기 방어 강화
MSG_ARMOR_INF_13	냉기의 힘을 두른 갑옷.\n화염 방어 강화
MSG_ARMOR_INF_14	다이아몬드 장식이 달린 팔찌
MSG_ARMOR_INF_15	다이아몬드를 가공하여 만든 갑옷.\n번개 방어 강화
MSG_ARMOR_INF_16	드래곤의 비늘로 만든 갑옷.\n화염, 냉기, 번개 방어 강화
MSG_ARMOR_INF_17	가죽으로 만든 방패
MSG_ARMOR_INF_18	소형 방패
MSG_ARMOR_INF_19	철로 만든 방패
MSG_ARMOR_INF_20	갑옷 위에 걸치는 망토
MSG_ARMOR_INF_21	미스릴로 만든 방패
MSG_ARMOR_INF_22	화염의 힘을 담은 방패.\n냉기 방어 강화
MSG_ARMOR_INF_23	냉기의 힘을 담은 방패.\n화염 방어 강화
MSG_ARMOR_INF_24	다이아몬드로 만든 방패.\n번개 방어 강화
MSG_ARMOR_INF_25	석화와 독 방어를 강화하는 방패
MSG_ARMOR_INF_26	가죽으로 만든 장갑
MSG_ARMOR_INF_27	청동으로 만든 팔 보호대
MSG_ARMOR_INF_28	강철로 만든 팔 보호대
MSG_ARMOR_INF_29	미스릴로 만든 팔 보호대
MSG_ARMOR_INF_30	사용 시 '선더라' 효과를 내는 팔 보호대
MSG_ARMOR_INF_31	사용 시 '세이버' 효과를 내는 팔 보호대
MSG_ARMOR_INF_32	다이아몬드로 만든 팔 보호대
MSG_ARMOR_INF_33	즉사 방어를 강화하는 반지
MSG_ARMOR_INF_34	가죽으로 만든 모자
MSG_ARMOR_INF_35	모든 속성 공격과 상태 이상 방어를 강화하는 리본
MSG_ARMOR_INF_36	소형 투구
MSG_ARMOR_INF_37	머리 전체를 감싸는 큰 투구
MSG_ARMOR_INF_38	미스릴로 만든 투구
MSG_ARMOR_INF_39	사용 시 '힐' 효과를 내는 투구
MSG_ARMOR_INF_40	다이아몬드로 만든 투구
MSG_KEY_NAME_01	<IC_IOBJ>류트
MSG_KEY_NAME_02	<IC_IOBJ>왕관
MSG_KEY_NAME_03	<IC_IOBJ>수정의 눈
MSG_KEY_NAME_04	<IC_IOBJ>각성약
MSG_KEY_NAME_05	<IC_IOBJ>신비한 열쇠
MSG_KEY_NAME_06	<IC_IOBJ>니트로 화약
MSG_KEY_NAME_07	<IC_IOBJ>아다만타이트
MSG_KEY_NAME_08	<IC_IOBJ>로제타 스톤
MSG_KEY_NAME_09	<IC_IOBJ>스타 루비
MSG_KEY_NAME_10	<IC_IOBJ>땅의 지팡이
MSG_KEY_NAME_11	<IC_IOBJ>부유석
MSG_KEY_NAME_12	<IC_IOBJ>차임
MSG_KEY_NAME_13	<IC_IOBJ>쥐 꼬리
MSG_KEY_NAME_14	<IC_IOBJ>워프 큐브
MSG_KEY_NAME_15	<IC_IOBJ>요정이 든 병
MSG_KEY_NAME_16	<IC_IOBJ>공기의 물
MSG_KEY_NAME_17	<IC_IOBJ>카누
MSG_KEY_INF_01	아름다운 소리를 내는 악기
MSG_KEY_INF_02	신비로운 색의 왕관
MSG_KEY_INF_03	맑고 투명한 수정 구슬
MSG_KEY_INF_04	깊이 잠든 사람을 깨우는 약
MSG_KEY_INF_05	봉인된 문을 여는 열쇠
MSG_KEY_INF_06	폭발력이 강한 화약
MSG_KEY_INF_07	최고 강도를 자랑하는 전설의 금속
MSG_KEY_INF_08	고대 문자가 기록된 석판
MSG_KEY_INF_09	거대한 빨간색 보석
MSG_KEY_INF_10	대지와 녹음의 정령이 깃든 지팡이
MSG_KEY_INF_11	공중에 떠오르는 신비한 돌
MSG_KEY_INF_12	천공인에게 대대로 전해지는 청명한 소리가 나는 종
MSG_KEY_INF_13	용기와 힘의 증표
MSG_KEY_INF_14	다양한 색상의 물질로 이루어진 입방체
MSG_KEY_INF_15	요정을 가두어 놓은 병
MSG_KEY_INF_16	끝없이 공기를 내뿜는 신비한 물
MSG_KEY_INF_17	강이나 호수를 건널 수 있는 작은 배
MSG_MON_NAME_01	고블린
MSG_MON_NAME_02	고블린 가드
MSG_MON_NAME_03	늑대
MSG_MON_NAME_04	와르그
MSG_MON_NAME_05	웨어울프
MSG_MON_NAME_06	겨울늑대
MSG_MON_NAME_07	리자드
MSG_MON_NAME_08	파이어 리자드
MSG_MON_NAME_09	바실리스크
MSG_MON_NAME_10	힐 기가스
MSG_MON_NAME_11	아이스 기가스
MSG_MON_NAME_12	파이어 기가스
MSG_MON_NAME_13	사하긴
MSG_MON_NAME_14	사하긴 치프
MSG_MON_NAME_15	사하긴 프린스
MSG_MON_NAME_16	해적
MSG_MON_NAME_17	수적
MSG_MON_NAME_18	샤크
MSG_MON_NAME_19	화이트 샤크
MSG_MON_NAME_20	빅아이
MSG_MON_NAME_21	딥아이
MSG_MON_NAME_22	스켈레톤
MSG_MON_NAME_23	블러디본
MSG_MON_NAME_24	기가스 웜
MSG_MON_NAME_25	크롤러
MSG_MON_NAME_26	하이에노돈
MSG_MON_NAME_27	헬하운드
MSG_MON_NAME_28	오거
MSG_MON_NAME_29	오거 치프
MSG_MON_NAME_30	오거 메이지
MSG_MON_NAME_31	코브라
MSG_MON_NAME_32	아나콘다
MSG_MON_NAME_33	바다뱀
MSG_MON_NAME_34	전갈
MSG_MON_NAME_35	바다전갈
MSG_MON_NAME_36	미노타우로스
MSG_MON_NAME_37	미노타우로스 좀비
MSG_MON_NAME_38	트롤
MSG_MON_NAME_39	시 트롤
MSG_MON_NAME_40	섀도
MSG_MON_NAME_41	레이스
MSG_MON_NAME_42	스펙터
MSG_MON_NAME_43	고스트
MSG_MON_NAME_44	좀비
MSG_MON_NAME_45	구울
MSG_MON_NAME_46	가스트
MSG_MON_NAME_47	와이트
MSG_MON_NAME_48	퍼플 웜
MSG_MON_NAME_49	샌드 웜
MSG_MON_NAME_50	라바 웜
MSG_MON_NAME_51	이블아이
MSG_MON_NAME_52	데스아이
MSG_MON_NAME_53	메두사
MSG_MON_NAME_54	어스 메두사
MSG_MON_NAME_55	웨어타이거
MSG_MON_NAME_56	락샤사
MSG_MON_NAME_57	앙크헤그
MSG_MON_NAME_58	레모라즈
MSG_MON_NAME_59	키티 타이거
MSG_MON_NAME_60	사벨 타이거
MSG_MON_NAME_61	뱀파이어
MSG_MON_NAME_62	뱀파이어 로드
MSG_MON_NAME_63	가고일
MSG_MON_NAME_64	혼 데블
MSG_MON_NAME_65	어스 엘리멘탈
MSG_MON_NAME_66	파이어 엘리멘탈
MSG_MON_NAME_67	화이트 드래곤
MSG_MON_NAME_68	레드 드래곤
MSG_MON_NAME_69	드래곤 좀비
MSG_MON_NAME_70	그린 슬라임
MSG_MON_NAME_71	그레이 우즈
MSG_MON_NAME_72	오커 젤리
MSG_MON_NAME_73	블랙 푸딩
MSG_MON_NAME_74	블랙 위도우
MSG_MON_NAME_75	타란툴라
MSG_MON_NAME_76	만티코어
MSG_MON_NAME_77	스핑크스
MSG_MON_NAME_78	불렛
MSG_MON_NAME_79	데저트 불렛
MSG_MON_NAME_80	머미
MSG_MON_NAME_81	킹 머미
MSG_MON_NAME_82	코카트리스
MSG_MON_NAME_83	파이로리스크
MSG_MON_NAME_84	와이번
MSG_MON_NAME_85	웜
MSG_MON_NAME_86	알로사우루스
MSG_MON_NAME_87	티라노사우루스
MSG_MON_NAME_88	피라냐
MSG_MON_NAME_89	레드 피라냐
MSG_MON_NAME_90	크로커다일
MSG_MON_NAME_91	화이트 크로커다일
MSG_MON_NAME_92	오츄
MSG_MON_NAME_93	네오츄
MSG_MON_NAME_94	히드라
MSG_MON_NAME_95	파이어 히드라
MSG_MON_NAME_96	가디언
MSG_MON_NAME_97	솔저
MSG_MON_NAME_98	워터 엘리멘탈
MSG_MON_NAME_99	에어 엘리멘탈
MSG_MON_NAME_100	워터 나가
MSG_MON_NAME_101	스피릿 나가
MSG_MON_NAME_102	키메라
MSG_MON_NAME_103	고키메라
MSG_MON_NAME_104	피스코디몬
MSG_MON_NAME_105	마인드 플레이어
MSG_MON_NAME_106	갈란드
MSG_MON_NAME_107	그린 드래곤
MSG_MON_NAME_108	블루 드래곤
MSG_MON_NAME_109	클레이 골렘
MSG_MON_NAME_110	스톤 골렘
