id,battle_background_asset_id,battle_bgm_asset_id,appearance_production,script_name,battle_pattern1,battle_pattern2,battle_pattern3,battle_pattern4,battle_pattern5,battle_pattern6,not_escape,battle_flag_group_id,get_value,get_ap,monster1,monster1_x_position,monster1_y_position,monster1_group,monster2,monster2_x_position,monster2_y_position,monster2_group,monster3,monster3_x_position,monster3_y_position,monster3_group,monster4,monster4_x_position,monster4_y_position,monster4_group,monster5,monster5_x_position,monster5_y_position,monster5_group,monster6,monster6_x_position,monster6_y_position,monster6_group,monster7,monster7_x_position,monster7_y_position,monster7_group,monster8,monster8_x_position,monster8_y_position,monster8_group,monster9,monster9_x_position,monster9_y_position,monster9_group
24,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,40,25,10,1,40,25,10,1,0,25,10,1
25,1,77,1,0,1,0,0,0,1,1,0,0,0,0,3,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
26,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,3,25,10,1,0,25,10,1,3,25,10,1,4,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
27,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,3,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
28,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1
29,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
30,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,4,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
31,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
32,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1
33,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
34,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,4,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
35,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,3,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
36,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,3,25,10,1
37,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
38,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
39,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,4,25,10,1
40,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,4,25,10,1,4,25,10,1,0,25,10,1
41,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,28,25,-5,1,0,25,10,1,28,25,10,1
42,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,28,25,10,1,0,25,10,1
43,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,31,25,10,1,31,25,10,1,0,25,10,1
44,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,31,25,10,1,0,25,10,1
45,13,77,1,0,1,0,0,0,1,1,0,0,0,0,5,25,10,1,5,25,10,1,0,25,10,1,2,25,10,1,2,25,10,1,5,25,10,1,2,25,10,1,2,25,10,1,2,25,10,1
46,13,77,1,0,1,0,0,0,1,1,0,0,0,0,7,40,10,1,5,56,10,1,7,32,10,1,2,40,10,1,5,56,10,1,2,32,10,1,10,40,-5,1,2,56,10,1,10,32,10,1
47,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,46,25,10,1,0,25,10,1,46,25,10,1,46,25,10,1,46,25,10,1
48,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,46,25,10,1,46,25,10,1,46,25,10,1
49,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,46,25,10,1,46,25,10,1,0,25,10,1
50,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,46,25,10,1,0,25,10,1
51,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,63,25,10,1,63,25,10,1,63,25,10,1
52,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,63,25,10,1,63,25,10,1,0,25,10,1
53,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1
54,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,5,25,10,1,5,25,10,1,0,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1
55,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,5,25,10,1,0,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1
56,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,5,25,10,1,5,25,10,1,5,25,10,1
57,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,0,25,10,1,75,25,10,1,75,25,10,1,75,25,10,1
58,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,75,25,10,1,75,25,10,1
59,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,75,25,10,1,0,25,10,1
60,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,0,25,10,1
61,20,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,29,25,2,1,0,25,10,1,28,25,-5,1,0,25,10,1,28,25,10,1
62,20,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,28,25,-5,1,0,25,10,1,29,25,10,1
63,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,75,25,10,1,0,25,10,1
64,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,75,25,10,1,0,25,10,1
65,28,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,32,25,10,1,32,25,10,1,32,25,10,1,32,25,10,1,32,25,10,1,32,25,10,1
66,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,32,25,10,1,0,25,10,1,32,25,10,1,32,25,10,1,32,25,10,1
67,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,32,25,10,1,32,25,10,1,0,25,10,1
68,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
69,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,82,25,10,1,0,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
70,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,82,25,10,1,82,25,10,1,0,25,10,1
71,1,77,1,0,1,0,0,0,1,1,0,0,0,0,57,25,-5,1,0,25,10,1,57,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,57,25,-5,1,0,25,10,1,57,25,10,1
72,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,57,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,57,25,-5,1,0,25,10,1,57,25,10,1
73,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,57,25,-5,1,0,25,10,1,57,25,10,1
74,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,57,25,10,1,0,25,10,1
75,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1
76,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1
77,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,0,25,10,1
78,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1
79,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,0,25,10,1,41,25,10,1,41,25,10,1,41,25,10,1
80,20,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,59,40,10,1,0,25,10,1,59,40,10,1,0,25,10,1,59,40,10,1
81,20,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,59,25,10,1,59,25,10,1,0,25,10,1
82,20,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,59,25,10,1,0,25,10,1
83,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,34,25,10,1,0,25,10,1,34,25,10,1,34,25,10,1,34,25,10,1
84,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,34,25,10,1,34,25,10,1,34,25,10,1
85,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,34,25,10,1,34,25,10,1,0,25,10,1
86,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,36,25,10,1,0,25,10,1,38,25,-5,1,0,25,10,1,38,25,10,1
87,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,38,25,10,1,0,25,10,1
88,28,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,104,25,10,1,0,25,10,1,104,25,10,1,104,25,10,1,104,25,10,1
89,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,104,25,10,1,104,25,10,1,104,25,10,1
90,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,104,25,10,1,104,25,10,1,0,25,10,1
91,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1
92,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1
93,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1
94,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,0,25,10,1
95,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,10,35,-5,1,0,25,10,1,10,35,10,1
96,13,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,10,25,10,1,0,25,10,1
97,13,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,7,45,10,1,7,55,10,1,7,45,10,1,10,35,-5,1,0,25,10,1,10,35,10,1
98,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,7,25,10,1,0,25,10,1,7,25,10,1,0,25,10,1,10,25,10,1,0,25,10,1
99,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,10,25,10,1,0,25,10,1
100,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,94,40,-5,1,0,25,10,1,94,40,10,1
101,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,94,25,10,1,0,25,10,1
102,13,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,65,25,10,1,0,25,10,1
103,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,27,40,10,1,0,25,10,1,30,25,-5,1,0,25,10,1,30,25,10,1
104,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,30,25,10,1,0,25,10,1
105,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1
106,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1
107,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1
108,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,0,25,10,1
109,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,95,25,10,1,0,25,10,1
110,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,92,40,0,1,92,70,0,1,92,40,0,1
111,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,92,40,0,1,0,25,10,1,92,40,10,1
112,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,92,25,10,1,0,25,10,1
113,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,12,40,-5,1,0,25,10,1,12,40,10,1
114,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,12,25,10,1,0,25,10,1
115,21,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,66,40,-5,1,0,25,10,1,66,40,10,1
116,21,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,66,25,10,1,0,25,10,1
117,21,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,50,25,10,1,0,25,10,1
118,21,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,8,25,10,1,0,25,10,1
119,21,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,68,25,10,1,0,25,10,1
120,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,22,25,10,1,22,25,10,1,25,25,10,1,22,25,10,1,23,25,10,1,22,25,10,1
121,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,25,25,10,1,22,25,10,1,0,25,10,1,22,25,10,1,23,25,10,1,22,25,10,1
122,28,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,25,25,10,1,0,25,10,1,22,25,10,1,23,25,10,1,22,25,10,1
123,23,77,1,0,1,0,0,0,1,1,2,0,0,0,46,25,10,1,47,25,10,1,46,25,10,1,41,25,10,1,41,25,10,1,47,25,10,1,42,25,10,1,42,25,10,1,42,25,10,1
124,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,46,25,10,1,47,25,10,1,0,25,10,1,42,25,10,1,42,25,10,1,41,25,10,1
125,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,0,25,10,1,41,25,10,1,42,25,10,1,41,25,10,1
126,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,41,25,10,1,42,25,10,1,41,25,10,1
127,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,42,25,10,1,0,25,10,1
128,23,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,6,25,10,1,0,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1
129,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,6,25,10,1,6,25,10,1,0,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1
130,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,6,25,10,1,6,25,10,1,6,25,10,1
