id,group_id,lv,insert_type_1,hp_value1,hp_value2,mp_value1,mp_value2,insert_type_2,strength,vitality,agility,intelligence,spirit,magic,luck,insert_type_3,accuracy_rate,magic_evasion_rate,magical_times1,magical_times2,magical_times3,magical_times4,magical_times5,magical_times6,magical_times7,magical_times8
37,1,38,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
38,1,39,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
39,1,40,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
40,1,41,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
41,1,42,3,1,0,0,0,3,1,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
42,1,43,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
43,1,44,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
44,1,45,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
45,1,46,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
46,1,47,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
47,1,48,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
48,1,49,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
49,1,50,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
50,1,51,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
51,1,52,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
52,1,53,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
53,1,54,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
54,1,55,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
55,1,56,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
56,1,57,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
57,1,58,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
58,1,59,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
59,1,60,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
60,1,61,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
61,1,62,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
62,1,63,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
63,1,64,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
64,1,65,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
65,1,66,3,0,0,0,0,3,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0
66,1,67,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
67,1,68,3,1,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
68,1,69,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
69,1,70,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
70,1,71,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
71,1,72,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
72,1,73,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
73,1,74,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
74,1,75,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
75,1,76,3,0,0,0,0,3,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
76,1,77,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
77,1,78,3,0,0,0,0,3,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0
78,1,79,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
79,1,80,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
80,1,81,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
81,1,82,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
82,1,83,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
83,1,84,3,0,0,0,0,3,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0
84,1,85,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
85,1,86,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
86,1,87,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
87,1,88,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
88,1,89,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
89,1,90,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
90,1,91,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
91,1,92,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
92,1,93,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
93,1,94,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
94,1,95,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
95,1,96,3,0,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
96,1,97,3,0,0,0,0,3,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
97,1,98,3,1,0,0,0,3,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
98,1,99,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
99,2,2,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
100,2,3,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
101,2,4,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
102,2,5,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
103,2,6,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
104,2,7,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
105,2,8,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
106,2,9,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
107,2,10,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
108,2,11,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
109,2,12,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
110,2,13,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
111,2,14,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
112,2,15,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
113,2,16,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
114,2,17,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
115,2,18,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
116,2,19,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
117,2,20,3,1,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
118,2,21,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
119,2,22,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
120,2,23,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
121,2,24,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
122,2,25,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
123,2,26,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
124,2,27,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
125,2,28,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
126,2,29,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
127,2,30,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
128,2,31,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
129,2,32,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
130,2,33,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
131,2,34,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
132,2,35,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
133,2,36,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
134,2,37,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
135,2,38,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
136,2,39,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
137,2,40,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
138,2,41,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
139,2,42,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
140,2,43,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
141,2,44,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
142,2,45,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
143,2,46,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
144,2,47,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
145,2,48,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
146,2,49,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
147,2,50,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
148,2,51,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
149,2,52,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
150,2,53,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
151,2,54,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
152,2,55,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
153,2,56,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
154,2,57,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
155,2,58,3,1,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
156,2,59,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
157,2,60,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
158,2,61,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
159,2,62,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
160,2,63,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
161,2,64,3,1,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
162,2,65,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
163,2,66,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
164,2,67,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
165,2,68,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
166,2,69,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
167,2,70,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
168,2,71,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
169,2,72,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
170,2,73,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
171,2,74,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
172,2,75,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
173,2,76,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
174,2,77,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
175,2,78,3,0,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
176,2,79,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
177,2,80,3,1,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
178,2,81,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
179,2,82,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
180,2,83,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
181,2,84,3,0,0,0,0,3,0,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
182,2,85,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
183,2,86,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
184,2,87,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
185,2,88,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
186,2,89,3,0,0,0,0,3,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
187,2,90,3,1,0,0,0,3,1,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
188,2,91,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
189,2,92,3,0,0,0,0,3,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
190,2,93,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
191,2,94,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
192,2,95,3,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
193,2,96,3,0,0,0,0,3,0,0,0,1,0,0,1,1,5,2,0,0,0,0,0,0,0,0
194,2,97,3,0,0,0,0,3,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
195,2,98,3,0,0,0,0,3,1,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0
196,2,99,3,0,0,0,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0
197,3,2,3,1,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
198,3,3,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
199,3,4,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
200,3,5,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
201,3,6,3,1,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
202,3,7,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
203,3,8,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
204,3,9,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
205,3,10,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
206,3,11,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
207,3,12,3,1,0,0,0,3,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
208,3,13,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
209,3,14,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
210,3,15,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
211,3,16,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
212,3,17,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
213,3,18,3,1,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
214,3,19,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
215,3,20,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
216,3,21,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
217,3,22,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
218,3,23,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
219,3,24,3,1,0,0,0,3,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
220,3,25,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
221,3,26,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
222,3,27,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
223,3,28,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
224,3,29,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
225,3,30,3,1,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
226,3,31,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
227,3,32,3,1,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
228,3,33,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
229,3,34,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
230,3,35,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
231,3,36,3,1,0,0,0,3,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
232,3,37,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
233,3,38,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
234,3,39,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
235,3,40,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
236,3,41,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
237,3,42,3,1,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
238,3,43,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
239,3,44,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
240,3,45,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
241,3,46,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
242,3,47,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
243,3,48,3,1,0,0,0,3,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
244,3,49,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
245,3,50,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
246,3,51,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
247,3,52,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
248,3,53,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
249,3,54,3,1,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
250,3,55,3,0,0,0,0,3,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
251,3,56,3,0,0,0,0,3,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
252,3,57,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
253,3,58,3,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0
