id,mes_id_name,cursor_x_position,cursor_y_position,in_type_id,disappear_type_id,species,resistance_attribute,resistance_condition,initial_condition,lv,hp,mp,exp,gill,attack_count,attack_plus,attack_plus_group,attack_attribute,strength,vitality,agility,intelligence,spirit,magic,attack,ability_attack,defense,ability_defense,ability_defense_reat,accuracy_rate,dodge_times,evasion_rate,magic_evasion_rate,ability_disturbed_rate,critical_rate,luck,weight,boss,monster_flag_group_id,drop_rate,drop_content_id1,drop_content_id1_value,drop_content_id2,drop_content_id2_value,drop_content_id3,drop_content_id3_value,drop_content_id4,drop_content_id4_value,drop_content_id5,drop_content_id5_value,drop_content_id6,drop_content_id6_value,drop_content_id7,drop_content_id7_value,drop_content_id8,drop_content_id8_value,steal_content_id1,steal_content_id2,steal_content_id3,steal_content_id4,script_id,monster_asset_id,battle_effect_asset_id,p_use_ability_random_group_id,command_group_type,release_ability_random_group_id,rage_ability_random_group_id
13,MSG_MON_NAME_13,0,0,2,1,3,15,0,0,1,28,0,30,30,1,0,0,0,0,0,36,4,0,0,10,0,4,0,0,7,0,72,28,0,1,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,139,0,0,0,0
14,MSG_MON_NAME_14,0,0,2,1,3,15,0,0,1,64,0,105,105,1,0,0,0,0,0,39,7,0,0,15,0,8,0,0,16,0,78,46,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,139,0,0,0,0
15,MSG_MON_NAME_15,0,0,2,1,3,15,0,0,1,204,0,882,882,1,0,0,0,0,0,48,15,0,0,47,0,20,0,0,51,0,96,101,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,139,0,0,0,0
16,MSG_MON_NAME_16,50,30,2,1,0,0,0,0,1,24,0,40,40,1,0,0,0,0,0,6,3,0,0,10,0,0,0,0,2,0,12,35,0,1,2,0,0,0,2,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,99,0,0,0,0
17,MSG_MON_NAME_17,50,30,2,1,0,101,0,0,1,50,0,60,120,1,0,0,0,0,0,12,6,0,0,14,0,6,0,0,13,0,24,37,0,1,2,0,0,0,3,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,99,0,0,0,0
18,MSG_MON_NAME_18,18,30,2,1,3,15,0,0,1,120,0,267,66,1,0,0,0,0,0,36,8,0,0,22,0,0,0,0,30,0,72,70,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,141,0,0,0,0
19,MSG_MON_NAME_19,18,30,2,1,3,15,0,0,1,344,0,2361,600,1,0,0,0,0,0,36,16,0,0,50,0,8,0,0,86,0,72,170,0,1,2,0,0,0,3,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,141,0,0,0,0
20,MSG_MON_NAME_20,0,0,2,1,0,15,0,0,1,10,0,42,10,1,0,0,0,0,0,42,6,0,0,4,0,0,0,0,2,0,84,14,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,143,0,0,0,0
21,MSG_MON_NAME_21,0,0,2,1,3,15,0,0,1,304,0,3591,3591,2,0,0,0,0,0,12,0,0,0,30,0,16,0,0,76,0,24,156,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,143,0,0,0,0
22,MSG_MON_NAME_22,65,20,2,1,4,7,2,0,1,10,0,9,3,1,0,0,0,0,0,6,0,0,0,10,0,0,0,0,2,0,12,17,0,1,2,0,0,0,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,102,0,0,0,0
23,MSG_MON_NAME_23,65,20,2,1,4,7,2,0,1,144,0,378,378,1,0,0,0,0,0,21,6,0,0,26,0,12,0,0,36,0,42,76,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,23,102,0,0,0,0
24,MSG_MON_NAME_24,0,0,2,1,0,1,0,0,1,56,0,63,15,1,0,0,0,0,0,12,9,0,0,17,0,8,0,0,14,0,24,40,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,24,141,0,0,0,0
25,MSG_MON_NAME_25,0,0,2,1,0,0,0,0,1,84,0,186,200,8,7,0,2,0,0,21,5,0,0,1,0,8,0,0,21,0,42,51,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,25,141,0,0,0,0
26,MSG_MON_NAME_26,0,0,2,1,21,0,0,0,1,120,0,288,72,1,0,0,0,0,0,24,8,0,0,22,0,4,0,0,30,0,48,76,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,141,0,0,0,0
27,MSG_MON_NAME_27,0,0,2,1,21,9,0,0,1,192,0,1182,600,1,0,0,0,0,0,24,13,0,0,30,0,8,0,0,48,0,48,103,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,141,0,0,0,0
28,MSG_MON_NAME_28,20,35,2,1,5,0,0,0,1,100,0,195,195,1,0,0,0,0,0,9,4,0,0,18,0,10,0,0,25,0,18,65,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,121,0,0,0,0
29,MSG_MON_NAME_29,20,35,2,1,5,0,0,0,1,132,0,282,300,1,0,0,0,0,0,15,6,0,0,23,0,14,0,0,33,0,30,71,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,29,121,0,0,0,0
30,MSG_MON_NAME_30,20,35,2,1,12,101,0,29,1,144,0,723,723,1,0,0,0,0,0,27,12,0,0,23,0,10,0,0,36,0,54,80,0,1,2,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,121,0,0,0,0
31,MSG_MON_NAME_31,0,0,2,1,6,0,0,0,1,56,0,123,50,1,9,0,1,0,0,15,6,0,0,6,0,6,0,0,14,0,30,46,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,142,0,0,0,0
32,MSG_MON_NAME_32,0,0,2,1,6,0,0,0,1,80,0,165,50,1,0,0,0,0,0,18,11,0,0,22,0,10,0,0,20,0,36,56,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,142,0,0,0,0
33,MSG_MON_NAME_33,0,0,2,1,17,15,0,0,1,224,0,957,600,1,0,0,0,0,0,24,21,0,0,35,0,12,0,0,56,0,48,116,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,142,0,0,0,0
34,MSG_MON_NAME_34,0,0,2,1,0,0,0,0,1,84,0,225,70,2,9,0,1,0,0,27,6,0,0,22,0,10,0,0,21,0,54,55,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,144,0,0,0,0
35,MSG_MON_NAME_35,0,0,2,1,3,15,0,0,1,148,0,639,300,3,9,0,1,0,0,30,11,0,0,35,0,18,0,0,37,0,60,85,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,144,0,0,0,0
36,MSG_MON_NAME_36,35,30,2,1,0,0,0,0,1,164,0,489,489,2,0,0,0,0,0,24,8,0,0,22,0,4,0,0,41,0,48,95,0,1,2,0,0,0,6,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,121,0,0,0,0
37,MSG_MON_NAME_37,35,30,2,1,4,7,2,0,1,224,0,1050,1050,1,0,0,0,0,0,18,1,0,0,40,0,14,0,0,56,0,36,116,0,1,2,0,0,0,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,121,0,0,0,0
38,MSG_MON_NAME_38,30,0,2,1,1,1,0,29,1,184,0,621,621,3,0,0,0,0,0,24,6,0,0,24,0,12,0,0,46,0,48,100,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,121,0,0,0,0
39,MSG_MON_NAME_39,30,0,2,1,10,14,0,29,1,216,0,852,852,1,0,0,0,0,0,24,10,0,0,40,0,20,0,0,54,0,48,110,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,121,0,0,0,0
40,MSG_MON_NAME_40,8,0,2,1,20,8,2,0,1,50,0,90,45,1,8,0,2,0,0,18,12,0,0,10,0,0,0,0,13,0,36,37,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,0,0
41,MSG_MON_NAME_41,8,0,2,1,20,8,2,0,1,86,0,231,231,1,7,0,2,0,0,45,18,0,0,22,0,4,0,0,22,0,90,52,0,1,2,0,0,0,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0,0,0,0
42,MSG_MON_NAME_42,8,0,2,1,20,8,2,0,1,114,0,432,432,1,7,0,2,0,0,54,25,0,0,40,0,12,0,0,29,0,108,67,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,0,0,0,0,0
43,MSG_MON_NAME_43,8,0,2,1,20,8,2,0,1,180,0,990,990,1,7,0,2,0,0,18,30,0,0,93,0,30,0,0,45,0,36,85,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,0,0,0,0,0
44,MSG_MON_NAME_44,19,0,2,1,4,8,2,0,1,20,0,24,12,1,0,0,0,0,0,3,0,0,0,10,0,0,0,0,5,0,6,25,0,1,2,0,0,0,2,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,139,0,0,0,0
45,MSG_MON_NAME_45,19,0,2,1,4,7,2,0,1,48,0,93,50,3,7,0,2,0,0,6,1,0,0,8,0,6,0,0,12,0,12,36,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,45,139,0,0,0,0
46,MSG_MON_NAME_46,19,0,2,1,4,7,2,0,1,56,0,117,117,3,7,0,2,0,0,23,2,0,0,8,0,10,0,0,14,0,46,40,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,139,0,0,0,0
47,MSG_MON_NAME_47,19,0,2,1,4,7,2,0,1,52,0,150,150,1,7,0,2,0,0,21,3,0,0,20,0,12,0,0,13,0,42,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,139,0,0,0,0
48,MSG_MON_NAME_48,95,10,2,1,0,101,0,0,1,448,0,4344,1000,1,0,0,0,0,0,18,24,0,0,65,0,10,0,0,112,0,36,200,0,10,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,141,0,0,0,0
49,MSG_MON_NAME_49,95,10,2,1,0,101,0,0,1,200,0,2683,900,1,0,0,0,0,0,31,18,0,0,46,0,14,0,0,50,0,62,103,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,141,0,0,0,0
50,MSG_MON_NAME_50,95,10,2,1,0,11,0,0,1,280,0,1671,400,1,0,0,0,0,0,2,12,0,0,50,0,31,0,0,70,0,4,143,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,141,0,0,0,0
51,MSG_MON_NAME_51,45,20,2,1,7,101,0,0,1,162,0,3225,3225,1,0,0,0,0,0,6,20,0,0,30,0,30,0,0,42,0,12,92,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,143,0,0,0,0
52,MSG_MON_NAME_52,45,20,2,1,8,8,2,29,1,360,0,1,1,1,7,0,2,0,0,12,35,0,0,120,0,60,0,0,150,0,24,160,0,40,2,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,143,0,0,0,0
53,MSG_MON_NAME_53,0,0,2,1,0,0,0,0,1,68,0,699,699,1,9,0,1,0,0,18,16,0,0,20,0,10,0,0,17,0,36,55,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0
54,MSG_MON_NAME_54,0,0,2,1,7,3,0,0,1,96,0,1218,1218,10,7,0,2,0,0,36,24,0,0,11,0,12,0,0,24,0,72,70,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,0,0,0,0,0
55,MSG_MON_NAME_55,0,0,2,1,9,0,0,29,1,160,0,780,780,2,9,0,1,0,0,24,8,0,0,30,0,16,0,0,40,0,48,93,0,1,2,0,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,141,0,0,0,0
56,MSG_MON_NAME_56,0,0,2,1,21,111,2,0,1,110,0,603,800,3,0,0,0,0,0,30,15,0,0,20,0,30,0,0,28,0,60,62,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,141,0,0,0,0
57,MSG_MON_NAME_57,80,10,2,1,0,0,0,0,1,222,0,1194,300,1,9,0,1,0,0,24,10,0,0,39,0,20,0,0,56,0,48,116,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,113,0,0,0,0
58,MSG_MON_NAME_58,80,10,2,1,0,103,0,0,1,320,0,2244,1000,1,0,0,0,0,0,24,15,0,0,73,0,24,0,0,80,0,48,185,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,58,113,0,0,0,0
59,MSG_MON_NAME_59,0,20,2,1,21,0,0,0,1,132,0,438,108,2,0,0,0,0,0,24,13,0,0,22,0,8,0,0,33,0,48,85,0,25,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,59,142,0,0,0,0
60,MSG_MON_NAME_60,0,20,2,1,21,0,0,0,1,200,0,843,500,2,0,0,0,0,0,21,18,0,0,24,0,8,0,0,50,0,42,106,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,142,0,0,0,0
61,MSG_MON_NAME_61,0,0,2,1,8,8,2,29,1,280,0,1200,2000,1,7,0,2,0,0,36,26,0,0,76,0,26,0,0,39,0,72,75,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0
62,MSG_MON_NAME_62,0,0,2,1,11,8,2,29,1,300,0,2385,3000,1,7,0,2,0,0,36,34,0,0,90,0,28,0,0,42,0,72,84,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,62,0,0,0,0,0
63,MSG_MON_NAME_63,0,0,2,1,7,101,0,0,1,80,0,132,80,4,0,0,0,0,0,23,11,0,0,12,0,8,0,0,20,0,45,53,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,63,140,0,0,0,0
64,MSG_MON_NAME_64,0,0,2,1,7,107,0,0,1,94,0,387,387,4,0,0,1,0,0,36,17,0,0,10,0,32,0,0,24,0,72,127,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64,140,0,0,0,0
65,MSG_MON_NAME_65,20,0,2,1,7,4,2,0,1,288,0,1536,768,1,0,0,0,0,0,9,18,0,0,66,0,20,0,0,72,0,18,130,0,1,2,0,0,0,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,65,121,0,0,0,0
66,MSG_MON_NAME_66,20,0,2,1,7,12,2,0,1,276,0,1620,800,1,0,0,0,0,0,21,20,0,0,50,0,20,0,0,69,0,42,130,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,66,121,0,0,0,0
67,MSG_MON_NAME_67,5,0,2,1,6,6,1,0,1,200,0,1701,2000,1,0,0,0,0,0,60,25,0,0,53,0,8,0,0,50,0,120,196,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,67,143,0,0,0,0
68,MSG_MON_NAME_68,5,0,2,1,6,11,0,0,1,248,0,2904,4000,1,0,0,0,0,0,48,20,0,0,75,0,30,0,0,62,0,96,200,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,68,143,0,0,0,0
69,MSG_MON_NAME_69,5,0,2,1,19,8,2,0,1,268,0,2331,999,1,7,0,2,0,0,12,26,0,0,56,0,30,0,0,67,0,24,135,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,69,143,0,0,0,0
70,MSG_MON_NAME_70,0,0,2,1,0,5,2,0,1,24,0,84,20,1,9,0,1,0,0,0,3,0,0,1,0,255,0,0,1,0,0,36,0,1,2,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70,143,0,0,0,0
71,MSG_MON_NAME_71,0,0,2,1,0,16,2,0,1,76,0,255,70,1,0,0,0,0,0,2,0,0,0,30,0,7,0,0,19,0,4,55,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,71,143,0,0,0,0
72,MSG_MON_NAME_72,0,0,2,1,0,5,2,0,1,76,0,252,70,1,0,0,0,0,0,3,3,0,0,32,0,6,0,0,19,0,6,55,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,72,143,0,0,0,0
73,MSG_MON_NAME_73,0,0,2,1,0,4,2,0,1,156,0,1101,900,1,9,0,1,0,0,12,6,0,0,49,0,255,0,0,39,0,24,85,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,73,143,0,0,0,0
74,MSG_MON_NAME_74,0,0,2,1,0,0,0,0,1,28,0,30,8,1,0,0,0,0,0,15,10,0,0,10,0,0,0,0,7,0,30,28,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,74,113,0,0,0,0
75,MSG_MON_NAME_75,0,0,2,1,0,0,0,0,1,64,0,141,50,1,9,0,1,0,0,12,3,0,0,5,0,12,0,0,16,0,24,46,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,113,0,0,0,0
76,MSG_MON_NAME_76,0,5,2,1,21,101,0,0,1,164,0,1317,650,2,0,0,0,0,0,36,8,0,0,22,0,8,0,0,41,0,72,95,0,1,2,0,0,0,3,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,76,139,0,0,0,0
77,MSG_MON_NAME_77,0,5,2,1,21,101,0,0,1,228,0,1160,1160,3,0,0,0,0,0,60,32,0,0,23,0,12,0,0,57,0,120,115,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,77,139,0,0,0,0
78,MSG_MON_NAME_78,0,0,2,1,0,0,0,0,1,256,0,1428,300,3,0,0,0,0,0,28,16,0,0,60,0,38,0,0,64,0,56,130,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,78,143,0,0,0,0
79,MSG_MON_NAME_79,0,0,2,1,0,0,0,0,1,352,0,2610,1,1,0,0,0,0,0,24,12,0,0,98,0,48,0,0,88,0,48,156,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,79,143,0,0,0,0
80,MSG_MON_NAME_80,0,0,2,1,4,7,2,0,1,80,0,300,300,1,6,0,2,0,0,12,16,0,0,30,0,20,0,0,20,0,24,60,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,80,0,0,0,0,0
81,MSG_MON_NAME_81,0,0,2,1,4,7,2,0,1,188,0,984,1000,1,6,0,1,0,0,12,24,0,0,43,0,24,0,0,47,0,24,95,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,81,0,0,0,0,0
82,MSG_MON_NAME_82,0,0,2,1,0,101,0,0,1,50,0,186,200,1,10,0,1,0,0,36,8,0,0,1,0,4,0,0,10,0,72,47,0,1,2,0,0,0,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,82,113,0,0,0,0
83,MSG_MON_NAME_83,0,0,2,1,0,11,0,0,1,44,0,423,500,1,0,0,0,0,0,36,15,0,0,20,0,4,0,0,11,0,72,45,0,1,2,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,83,113,0,0,0,0
84,MSG_MON_NAME_84,0,0,2,1,6,101,0,0,1,212,0,1173,50,1,9,0,1,0,0,48,16,0,0,30,0,12,0,0,53,0,96,115,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,111,140,0,0,0,0
85,MSG_MON_NAME_85,0,0,2,1,6,101,0,0,1,260,0,1218,502,1,0,0,0,0,0,30,24,0,0,40,0,22,0,0,65,0,60,131,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,112,140,0,0,0,0
86,MSG_MON_NAME_86,0,0,2,1,6,0,0,0,1,480,0,3387,502,1,0,0,0,0,0,30,10,0,0,65,0,10,0,0,133,0,60,200,0,1,2,0,0,0,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,84,142,0,0,0,0
87,MSG_MON_NAME_87,0,0,2,1,6,0,0,0,1,600,0,7200,600,1,0,0,0,0,0,30,24,0,0,115,0,10,0,0,144,0,60,200,0,30,2,0,0,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,113,142,0,0,0,0
88,MSG_MON_NAME_88,0,0,2,1,3,15,0,0,1,92,0,240,20,1,0,0,0,0,0,36,10,0,0,22,0,0,0,0,23,0,72,68,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,85,141,0,0,0,0
